variant,checkpoint_kind,precision,layer,op_type,mode,classification_source,calls,classifications,observed_input_shapes,observed_output_shapes,observed_time_slices,configured_timestep,input_elems,input_neuron_sites,input_firing_rate_sum,input_positive_sum,input_nonzero,input_min,input_max,integer_like_calls,mean_spike_count_per_input,configured_firing_rate,sop_density_per_executed_mac,nonzero_ratio,dense_macs_total,dense_macs_executed,dense_macs_one_step_equivalent,dense_macs_total_per_image,dense_macs_executed_per_image,dense_macs_one_step_equivalent_per_image,dense_macs_charged,dense_macs_charged_per_image,sop_total,sop_per_image,ac_charged,core_energy_pj,core_energy_pj_per_image,mem_energy_pj,neuron_energy_pj,total_energy_pj,total_energy_pj_per_image
small,qat,int4,transformer1.atten.reduce,linear,dense,policy:transformer_linears,20,"{""dense"": 20}","[[1, 2500, 288]]","[[1, 2500, 144]]",[1],8,14400000,14400000.0,2259657.84375,2259657.84375,14399921,-3.985614776611328,7.736293792724609,0,,,,0.9999945138888889,2073600000.0,2073600000.0,2073600000.0,103680000.0,103680000.0,103680000.0,2073600000.0,103680000.0,0.0,0.0,0.0,2073600000.0,103680000.0,0.0,0.0,2073600000.0,103680000.0
small,qat,int4,transformer1.atten.qkv,linear,dense,policy:transformer_linears,20,"{""dense"": 20}","[[1, 2500, 144]]","[[1, 2500, 432]]",[1],8,7200000,7200000.0,2197737.8671875,2197737.8671875,2849979,-10.434539794921875,10.037691116333008,0,,,,0.3958304166666667,3110400000.0,3110400000.0,3110400000.0,155520000.0,155520000.0,155520000.0,3110400000.0,155520000.0,0.0,0.0,0.0,3110400000.0,155520000.0,0.0,0.0,3110400000.0,155520000.0
small,qat,int4,transformer1.atten.proj,linear,dense,policy:transformer_linears,20,"{""dense"": 20}","[[1, 2500, 144]]","[[1, 2500, 288]]",[1],8,7200000,7200000.0,2415807.359375,2415807.359375,1750000,-16.206151962280273,14.805750846862793,0,,,,0.24305555555555555,2073600000.0,2073600000.0,2073600000.0,103680000.0,103680000.0,103680000.0,2073600000.0,103680000.0,0.0,0.0,0.0,2073600000.0,103680000.0,0.0,0.0,2073600000.0,103680000.0
small,qat,int4,transformer1.mlp.fc1,linear,dense,policy:transformer_linears,20,"{""dense"": 20}","[[1, 2500, 288]]","[[1, 2500, 72]]",[1],8,14400000,14400000.0,4.275009027334279e-34,4.275009027334279e-34,14399929,-2.856743101311145e-40,3.2240794807492526e-40,20,,,,0.9999950694444445,1036800000.0,1036800000.0,1036800000.0,51840000.0,51840000.0,51840000.0,1036800000.0,51840000.0,0.0,0.0,0.0,1036800000.0,51840000.0,0.0,0.0,1036800000.0,51840000.0
small,qat,int4,transformer1.mlp.fc2,linear,dense,policy:transformer_linears,20,"{""dense"": 20}","[[1, 2500, 72]]","[[1, 2500, 288]]",[1],8,3600000,3600000.0,1.136105532548274e-34,1.136105532548274e-34,2200000,0.0,6.305843089461677e-41,20,,,,0.6111111111111112,1036800000.0,1036800000.0,1036800000.0,51840000.0,51840000.0,51840000.0,1036800000.0,51840000.0,0.0,0.0,0.0,1036800000.0,51840000.0,0.0,0.0,1036800000.0,51840000.0
small,qat,int4,DAB_Block_4.DAB_Module_4_0.conv1x1_in.conv,conv2d,dense,policy:transformer_decoder_entry,20,"{""dense"": 20}","[[8, 1, 32, 50, 50]]","[[8, 1, 16, 50, 50]]",[8],8,12800000,1600000.0,6329118.890625,50632951.125,12800000,-53.6560173034668,60.3185920715332,0,,,,1.0,204800000.0,204800000.0,25600000.0,10240000.0,10240000.0,1280000.0,204800000.0,10240000.0,0.0,0.0,0.0,204800000.0,10240000.0,0.0,0.0,204800000.0,10240000.0
small,qat,int4,DAB_Block_4.DAB_Module_4_0.conv3x1.conv,conv2d,spike,policy:transformer_decoder_internal_event_convs,20,"{""spike"": 20}","[[8, 1, 16, 50, 50]]","[[8, 1, 16, 50, 50]]",[8],8,6400000,800000.0,0.0,0.0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,307200000.0,307200000.0,38400000.0,15360000.0,15360000.0,1920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,int4,DAB_Block_4.DAB_Module_4_0.conv1x3.conv,conv2d,spike,policy:transformer_decoder_internal_event_convs,20,"{""spike"": 20}","[[8, 1, 16, 50, 50]]","[[8, 1, 16, 50, 50]]",[8],8,6400000,800000.0,0.0,0.0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,307200000.0,307200000.0,38400000.0,15360000.0,15360000.0,1920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,int4,DAB_Block_4.DAB_Module_4_0.dconv3x1.conv,conv2d,spike,policy:transformer_decoder_internal_event_convs,20,"{""spike"": 20}","[[8, 1, 16, 50, 50]]","[[8, 1, 16, 50, 50]]",[8],8,6400000,800000.0,0.0,0.0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,19200000.0,19200000.0,2400000.0,960000.0,960000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,int4,DAB_Block_4.DAB_Module_4_0.dconv1x3.conv,conv2d,spike,policy:transformer_decoder_internal_event_convs,20,"{""spike"": 20}","[[8, 1, 16, 50, 50]]","[[8, 1, 16, 50, 50]]",[8],8,6400000,800000.0,0.0,0.0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,19200000.0,19200000.0,2400000.0,960000.0,960000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,fp,DAB_Block_4.DAB_Module_4_0.ca11.conv,conv1d,dense,policy:eca_conv1d,20,"{""dense"": 20}","[[8, 1, 1, 16]]","[[8, 1, 1, 16]]",[8],8,2560,320.0,0.0,0.0,0,0.0,0.0,20,,,,0.0,7680.0,7680.0,960.0,384.0,384.0,48.0,7680.0,384.0,0.0,0.0,0.0,7680.0,384.0,0.0,0.0,7680.0,384.0
small,qat,int4,DAB_Block_4.DAB_Module_4_0.ddconv3x1.conv,conv2d,spike,policy:transformer_decoder_internal_event_convs,20,"{""spike"": 20}","[[8, 1, 16, 50, 50]]","[[8, 1, 16, 50, 50]]",[8],8,6400000,800000.0,0.0,0.0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,19200000.0,19200000.0,2400000.0,960000.0,960000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,int4,DAB_Block_4.DAB_Module_4_0.ddconv1x3.conv,conv2d,spike,policy:transformer_decoder_internal_event_convs,20,"{""spike"": 20}","[[8, 1, 16, 50, 50]]","[[8, 1, 16, 50, 50]]",[8],8,6400000,800000.0,0.0,0.0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,19200000.0,19200000.0,2400000.0,960000.0,960000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,fp,DAB_Block_4.DAB_Module_4_0.ca22.conv,conv1d,dense,policy:eca_conv1d,20,"{""dense"": 20}","[[8, 1, 1, 16]]","[[8, 1, 1, 16]]",[8],8,2560,320.0,0.0,0.0,0,0.0,0.0,20,,,,0.0,7680.0,7680.0,960.0,384.0,384.0,48.0,7680.0,384.0,0.0,0.0,0.0,7680.0,384.0,0.0,0.0,7680.0,384.0
small,qat,int4,DAB_Block_4.DAB_Module_4_0.conv1x1.conv,conv2d,spike,policy:transformer_decoder_internal_event_convs,20,"{""spike"": 20}","[[8, 1, 16, 50, 50]]","[[8, 1, 32, 50, 50]]",[8],8,6400000,800000.0,0.0,0.0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,204800000.0,204800000.0,25600000.0,10240000.0,10240000.0,1280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,int4,upsample_1.conv,conv_transpose2d,spike,policy:upsample_event_convs,20,"{""spike"": 20}","[[8, 1, 32, 50, 50]]","[[8, 1, 32, 100, 100]]",[8],8,12800000,1600000.0,1252615.0,10020920.0,5728736,0.0,9.0,20,0.782884375,0.097860546875,0.097860546875,0.4475575,3686400000.0,3686400000.0,460800000.0,184320000.0,184320000.0,23040000.0,0.0,0.0,360753120.0,18037656.0,360753120.0,360753120.0,18037656.0,0.0,0.0,360753120.0,18037656.0
small,qat,int4,DAB_Block_5.DAB_Module_5_0.conv1x1_in.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 32, 100, 100]]","[[8, 1, 16, 100, 100]]",[8],8,51200000,6400000.0,2582989.0,20663912.0,17740744,0.0,8.0,20,0.40359203125,0.05044900390625,0.05044900390625,0.34649890625,819200000.0,819200000.0,102400000.0,40960000.0,40960000.0,5120000.0,0.0,0.0,41327824.0,2066391.2,41327824.0,41327824.0,2066391.2,0.0,0.0,41327824.0,2066391.2
small,qat,int4,DAB_Block_5.DAB_Module_5_0.conv3x1.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 100, 100]]","[[8, 1, 16, 100, 100]]",[8],8,25600000,3200000.0,774730.0,6197840.0,5229872,0.0,6.0,20,0.242103125,0.030262890625,0.030262890625,0.204291875,1228800000.0,1228800000.0,153600000.0,61440000.0,61440000.0,7680000.0,0.0,0.0,37187040.0,1859352.0,37187040.0,37187040.0,1859352.0,0.0,0.0,37187040.0,1859352.0
small,qat,int4,DAB_Block_5.DAB_Module_5_0.conv1x3.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 100, 100]]","[[8, 1, 16, 100, 100]]",[8],8,25600000,3200000.0,595811.0,4766488.0,4219048,0.0,8.0,20,0.1861909375,0.0232738671875,0.0232738671875,0.1648065625,1228800000.0,1228800000.0,153600000.0,61440000.0,61440000.0,7680000.0,0.0,0.0,28598928.0,1429946.4,28598928.0,28598928.0,1429946.4,0.0,0.0,28598928.0,1429946.4
small,qat,int4,DAB_Block_5.DAB_Module_5_0.dconv3x1.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 100, 100]]","[[8, 1, 16, 100, 100]]",[8],8,25600000,3200000.0,604259.0,4834072.0,3810024,0.0,8.0,20,0.1888309375,0.0236038671875,0.0236038671875,0.1488290625,76800000.0,76800000.0,9600000.0,3840000.0,3840000.0,480000.0,0.0,0.0,1812777.0,90638.85,1812777.0,1812777.0,90638.85,0.0,0.0,1812777.0,90638.85
small,qat,int4,DAB_Block_5.DAB_Module_5_0.dconv1x3.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 100, 100]]","[[8, 1, 16, 100, 100]]",[8],8,25600000,3200000.0,0.0,0.0,0,0.0,0.0,20,0.0,0.0,0.0,0.0,76800000.0,76800000.0,9600000.0,3840000.0,3840000.0,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,fp,DAB_Block_5.DAB_Module_5_0.ca11.conv,conv1d,dense,policy:eca_conv1d,20,"{""dense"": 20}","[[8, 1, 1, 16]]","[[8, 1, 1, 16]]",[8],8,2560,320.0,0.0,0.0,0,0.0,0.0,20,,,,0.0,7680.0,7680.0,960.0,384.0,384.0,48.0,7680.0,384.0,0.0,0.0,0.0,7680.0,384.0,0.0,0.0,7680.0,384.0
small,qat,int4,DAB_Block_5.DAB_Module_5_0.ddconv3x1.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 100, 100]]","[[8, 1, 16, 100, 100]]",[8],8,25600000,3200000.0,604259.0,4834072.0,3810024,0.0,8.0,20,0.1888309375,0.0236038671875,0.0236038671875,0.1488290625,76800000.0,76800000.0,9600000.0,3840000.0,3840000.0,480000.0,0.0,0.0,1812777.0,90638.85,1812777.0,1812777.0,90638.85,0.0,0.0,1812777.0,90638.85
small,qat,int4,DAB_Block_5.DAB_Module_5_0.ddconv1x3.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 100, 100]]","[[8, 1, 16, 100, 100]]",[8],8,25600000,3200000.0,684572.0,5476576.0,3750232,0.0,8.0,20,0.21392875,0.02674109375,0.02674109375,0.1464934375,76800000.0,76800000.0,9600000.0,3840000.0,3840000.0,480000.0,0.0,0.0,2053716.0,102685.8,2053716.0,2053716.0,102685.8,0.0,0.0,2053716.0,102685.8
small,qat,fp,DAB_Block_5.DAB_Module_5_0.ca22.conv,conv1d,dense,policy:eca_conv1d,20,"{""dense"": 20}","[[8, 1, 1, 16]]","[[8, 1, 1, 16]]",[8],8,2560,320.0,178.20459461212158,1425.6367568969727,1120,0.0,4.964200019836426,0,,,,0.4375,7680.0,7680.0,960.0,384.0,384.0,48.0,7680.0,384.0,0.0,0.0,0.0,7680.0,384.0,0.0,0.0,7680.0,384.0
small,qat,int4,DAB_Block_5.DAB_Module_5_0.conv1x1.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 100, 100]]","[[8, 1, 32, 100, 100]]",[8],8,25600000,3200000.0,1684254.0,13474032.0,6643384,0.0,16.0,20,0.526329375,0.065791171875,0.065791171875,0.2595071875,819200000.0,819200000.0,102400000.0,40960000.0,40960000.0,5120000.0,0.0,0.0,53896128.0,2694806.4,53896128.0,53896128.0,2694806.4,0.0,0.0,53896128.0,2694806.4
small,qat,int4,upsample_2.conv,conv_transpose2d,spike,policy:upsample_event_convs,20,"{""spike"": 20}","[[8, 1, 32, 100, 100]]","[[8, 1, 32, 200, 200]]",[8],8,51200000,6400000.0,5474795.0,43798360.0,24593792,0.0,10.0,20,0.85543671875,0.10692958984375,0.10692958984375,0.4803475,14745600000.0,14745600000.0,1843200000.0,737280000.0,737280000.0,92160000.0,0.0,0.0,1576740960.0,78837048.0,1576740960.0,1576740960.0,78837048.0,0.0,0.0,1576740960.0,78837048.0
small,qat,int4,DAB_Block_6.DAB_Module_6_0.conv1x1_in.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 32, 200, 200]]","[[8, 1, 16, 200, 200]]",[8],8,204800000,25600000.0,10235091.0,81880728.0,70256256,0.0,7.0,20,0.3998082421875,0.0499760302734375,0.0499760302734375,0.343048125,3276800000.0,3276800000.0,409600000.0,163840000.0,163840000.0,20480000.0,0.0,0.0,163761456.0,8188072.8,163761456.0,163761456.0,8188072.8,0.0,0.0,163761456.0,8188072.8
small,qat,int4,DAB_Block_6.DAB_Module_6_0.conv3x1.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 200, 200]]","[[8, 1, 16, 200, 200]]",[8],8,102400000,12800000.0,4831245.0,38649960.0,32563256,0.0,5.0,20,0.377441015625,0.047180126953125,0.047180126953125,0.318000546875,4915200000.0,4915200000.0,614400000.0,245760000.0,245760000.0,30720000.0,0.0,0.0,231899760.0,11594988.0,231899760.0,231899760.0,11594988.0,0.0,0.0,231899760.0,11594988.0
small,qat,int4,DAB_Block_6.DAB_Module_6_0.conv1x3.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 200, 200]]","[[8, 1, 16, 200, 200]]",[8],8,102400000,12800000.0,4373519.0,34988152.0,28887096,0.0,6.0,20,0.341681171875,0.042710146484375,0.042710146484375,0.282100546875,4915200000.0,4915200000.0,614400000.0,245760000.0,245760000.0,30720000.0,0.0,0.0,209928912.0,10496445.6,209928912.0,209928912.0,10496445.6,0.0,0.0,209928912.0,10496445.6
small,qat,int4,DAB_Block_6.DAB_Module_6_0.dconv3x1.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 200, 200]]","[[8, 1, 16, 200, 200]]",[8],8,102400000,12800000.0,5108715.0,40869720.0,29679112,0.0,8.0,20,0.399118359375,0.049889794921875,0.049889794921875,0.289835078125,307200000.0,307200000.0,38400000.0,15360000.0,15360000.0,1920000.0,0.0,0.0,15326145.0,766307.25,15326145.0,15326145.0,766307.25,0.0,0.0,15326145.0,766307.25
small,qat,int4,DAB_Block_6.DAB_Module_6_0.dconv1x3.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 200, 200]]","[[8, 1, 16, 200, 200]]",[8],8,102400000,12800000.0,1685615.0,13484920.0,9294048,0.0,6.0,20,0.131688671875,0.016461083984375,0.016461083984375,0.0907621875,307200000.0,307200000.0,38400000.0,15360000.0,15360000.0,1920000.0,0.0,0.0,5056845.0,252842.25,5056845.0,5056845.0,252842.25,0.0,0.0,5056845.0,252842.25
small,qat,fp,DAB_Block_6.DAB_Module_6_0.ca11.conv,conv1d,dense,policy:eca_conv1d,20,"{""dense"": 20}","[[8, 1, 1, 16]]","[[8, 1, 1, 16]]",[8],8,2560,320.0,135.09444570541382,1080.7555656433105,800,0.0,4.497299671173096,0,,,,0.3125,7680.0,7680.0,960.0,384.0,384.0,48.0,7680.0,384.0,0.0,0.0,0.0,7680.0,384.0,0.0,0.0,7680.0,384.0
small,qat,int4,DAB_Block_6.DAB_Module_6_0.ddconv3x1.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 200, 200]]","[[8, 1, 16, 200, 200]]",[8],8,102400000,12800000.0,5108715.0,40869720.0,29679112,0.0,8.0,20,0.399118359375,0.049889794921875,0.049889794921875,0.289835078125,307200000.0,307200000.0,38400000.0,15360000.0,15360000.0,1920000.0,0.0,0.0,15326145.0,766307.25,15326145.0,15326145.0,766307.25,0.0,0.0,15326145.0,766307.25
small,qat,int4,DAB_Block_6.DAB_Module_6_0.ddconv1x3.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 200, 200]]","[[8, 1, 16, 200, 200]]",[8],8,102400000,12800000.0,2493557.0,19948456.0,12930656,0.0,8.0,20,0.194809140625,0.024351142578125,0.024351142578125,0.1262759375,307200000.0,307200000.0,38400000.0,15360000.0,15360000.0,1920000.0,0.0,0.0,7480671.0,374033.55,7480671.0,7480671.0,374033.55,0.0,0.0,7480671.0,374033.55
small,qat,fp,DAB_Block_6.DAB_Module_6_0.ca22.conv,conv1d,dense,policy:eca_conv1d,20,"{""dense"": 20}","[[8, 1, 1, 16]]","[[8, 1, 1, 16]]",[8],8,2560,320.0,261.4781913757324,2091.8255310058594,1280,0.0,6.055174827575684,0,,,,0.5,7680.0,7680.0,960.0,384.0,384.0,48.0,7680.0,384.0,0.0,0.0,0.0,7680.0,384.0,0.0,0.0,7680.0,384.0
small,qat,int4,DAB_Block_6.DAB_Module_6_0.conv1x1.conv,conv2d,spike,policy:encoder_and_late_decoder_dab_convs,20,"{""spike"": 20}","[[8, 1, 16, 200, 200]]","[[8, 1, 32, 200, 200]]",[8],8,102400000,12800000.0,14426345.0,115410760.0,49272544,0.0,16.0,20,1.127058203125,0.140882275390625,0.140882275390625,0.4811771875,3276800000.0,3276800000.0,409600000.0,163840000.0,163840000.0,20480000.0,0.0,0.0,461643040.0,23082152.0,461643040.0,461643040.0,23082152.0,0.0,0.0,461643040.0,23082152.0
small,qat,int4,upsample_3.conv,conv_transpose2d,spike,policy:upsample_event_convs,20,"{""spike"": 20}","[[8, 1, 32, 200, 200]]","[[8, 1, 32, 400, 400]]",[8],8,204800000,25600000.0,34764849.0,278118792.0,128647456,0.0,11.0,20,1.3580019140625,0.1697502392578125,0.1697502392578125,0.62816140625,58982400000.0,58982400000.0,7372800000.0,2949120000.0,2949120000.0,368640000.0,0.0,0.0,10012276512.0,500613825.6,10012276512.0,10012276512.0,500613825.6,0.0,0.0,10012276512.0,500613825.6
small,qat,int4,PA3.conv,conv2d,dense,policy:optional_pixel_attention,0,{},[],[],[],8,0,0.0,0.0,0.0,0,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small,qat,int4,LC1.dconv3x1,conv2d,spike,policy:long_connection_event_entry,20,"{""spike"": 20}","[[8, 1, 64, 200, 200]]","[[8, 1, 32, 200, 200]]",[8],8,409600000,51200000.0,15019585.0,120156680.0,101538504,0.0,7.0,20,0.29335126953125,0.03666890869140625,0.03666890869140625,0.24789673828125,39321600000.0,39321600000.0,4915200000.0,1966080000.0,1966080000.0,245760000.0,0.0,0.0,1441880160.0,72094008.0,1441880160.0,1441880160.0,72094008.0,0.0,0.0,1441880160.0,72094008.0
small,qat,int4,LC1.dconv1x3,conv2d,dense,policy:long_connection_continuous_second_conv,20,"{""dense"": 20}","[[8, 1, 32, 200, 200]]","[[8, 1, 32, 200, 200]]",[8],8,204800000,25600000.0,9104355.125,72834841.0,204800000,-8.895482063293457,11.512639045715332,0,,,,1.0,19660800000.0,19660800000.0,2457600000.0,983040000.0,983040000.0,122880000.0,19660800000.0,983040000.0,0.0,0.0,0.0,19660800000.0,983040000.0,0.0,0.0,19660800000.0,983040000.0
small,qat,int4,LC2.dconv3x1,conv2d,spike,policy:long_connection_event_entry,20,"{""spike"": 20}","[[8, 1, 64, 100, 100]]","[[8, 1, 32, 100, 100]]",[8],8,102400000,12800000.0,2228057.0,17824456.0,15232392,0.0,8.0,20,0.174066953125,0.021758369140625,0.021758369140625,0.148753828125,9830400000.0,9830400000.0,1228800000.0,491520000.0,491520000.0,61440000.0,0.0,0.0,213893472.0,10694673.6,213893472.0,213893472.0,10694673.6,0.0,0.0,213893472.0,10694673.6
small,qat,int4,LC2.dconv1x3,conv2d,dense,policy:long_connection_continuous_second_conv,20,"{""dense"": 20}","[[8, 1, 32, 100, 100]]","[[8, 1, 32, 100, 100]]",[8],8,51200000,6400000.0,749421.994140625,5995375.953125,51200000,-4.623142719268799,3.992323637008667,0,,,,1.0,4915200000.0,4915200000.0,614400000.0,245760000.0,245760000.0,30720000.0,4915200000.0,245760000.0,0.0,0.0,0.0,4915200000.0,245760000.0,0.0,0.0,4915200000.0,245760000.0
small,qat,int4,LC3.dconv3x1,conv2d,spike,policy:long_connection_event_entry,20,"{""spike"": 20}","[[1, 1, 32, 50, 50]]","[[1, 1, 16, 50, 50]]",[1],8,1600000,1600000.0,459963.0,459963.0,373552,0.0,6.0,20,0.287476875,0.035934609375,0.287476875,0.23347,76800000.0,76800000.0,76800000.0,3840000.0,3840000.0,3840000.0,0.0,0.0,22078224.0,1103911.2,22078224.0,22078224.0,1103911.2,0.0,0.0,22078224.0,1103911.2
small,qat,int4,LC3.dconv1x3,conv2d,dense,policy:long_connection_continuous_second_conv,20,"{""dense"": 20}","[[1, 1, 16, 50, 50]]","[[1, 1, 32, 50, 50]]",[1],8,800000,800000.0,189891.3955078125,189891.3955078125,800000,-5.096462249755859,4.226487636566162,0,,,,1.0,76800000.0,76800000.0,76800000.0,3840000.0,3840000.0,3840000.0,76800000.0,3840000.0,0.0,0.0,0.0,76800000.0,3840000.0,0.0,0.0,76800000.0,3840000.0
small,qat,int4,final_conv,conv2d,spike,policy:final_event_conv,20,"{""spike"": 20}","[[8, 1, 32, 400, 400]]","[[8, 1, 32, 400, 400]]",[8],8,819200000,102400000.0,21841024.0,174728192.0,141717288,0.0,7.0,20,0.21329125,0.02666140625,0.02666140625,0.172994736328125,235929600000.0,235929600000.0,29491200000.0,11796480000.0,11796480000.0,1474560000.0,0.0,0.0,6290214912.0,314510745.6,6290214912.0,6290214912.0,314510745.6,0.0,0.0,6290214912.0,314510745.6
small,qat,int4,classifier.0.conv,conv2d,dense,policy:dense_classifier,20,"{""dense"": 20}","[[8, 1, 32, 400, 400]]","[[8, 1, 6, 400, 400]]",[8],8,819200000,102400000.0,45136363.25,361090906.0,819200000,-11.122851371765137,12.248364448547363,0,,,,1.0,4915200000.0,4915200000.0,614400000.0,245760000.0,245760000.0,30720000.0,4915200000.0,245760000.0,0.0,0.0,0.0,4915200000.0,245760000.0,0.0,0.0,4915200000.0,245760000.0
small,qat,fp,transformer1.atten.matmul,attention_matmul,dense,special:EffAttention,20,"{""dense"": 20}","[[1, 2500, 288]]","[[1, 2500, 288]]",[1],8,14400000,14400000.0,2259657.84375,2259657.84375,14399921,-3.985614776611328,7.736293792724609,0,,,,0.9999945138888889,9000000000.0,9000000000.0,9000000000.0,450000000.0,450000000.0,450000000.0,9000000000.0,450000000.0,0.0,0.0,0.0,9000000000.0,450000000.0,0.0,0.0,9000000000.0,450000000.0
middle,fp,fp,init_conv.0.conv,conv2d,dense,policy:raw_image_first_conv,20,"{""dense"": 20}","[[8, 1, 3, 400, 400]]","[[8, 1, 32, 400, 400]]",[8],8,76800000,9600000.0,7411175.6328125,59289405.0625,76800000,-2.1179039478302,2.640000104904175,0,,,,1.0,22118400000.0,22118400000.0,2764800000.0,1105920000.0,1105920000.0,138240000.0,22118400000.0,1105920000.0,0.0,0.0,0.0,22118400000.0,1105920000.0,0.0,0.0,22118400000.0,1105920000.0
middle,fp,fp,init_conv.1.conv,conv2d,spike,policy:later_init_convs,20,"{""spike"": 20}","[[8, 1, 32, 400, 400]]","[[8, 1, 64, 400, 400]]",[8],8,819200000,102400000.0,40290354.0,322322832.0,205133912,0.0,8.0,20,0.39346048828125,0.04918256103515625,0.04918256103515625,0.250407607421875,471859200000.0,471859200000.0,58982400000.0,23592960000.0,23592960000.0,2949120000.0,0.0,0.0,23207243904.0,1160362195.2,23207243904.0,23207243904.0,1160362195.2,0.0,0.0,23207243904.0,1160362195.2
middle,fp,fp,init_conv.2.conv,conv2d,spike,policy:later_init_convs,20,"{""spike"": 20}","[[8, 1, 64, 400, 400]]","[[8, 1, 64, 200, 200]]",[8],8,1638400000,204800000.0,44492375.0,355939000.0,303561456,0.0,8.0,20,0.2172479248046875,0.027155990600585937,0.027155990600585937,0.185279208984375,235929600000.0,235929600000.0,29491200000.0,11796480000.0,11796480000.0,1474560000.0,0.0,0.0,6406902000.0,320345100.0,6406902000.0,6406902000.0,320345100.0,0.0,0.0,6406902000.0,320345100.0
middle,fp,fp,downsample_1.conv3x3.conv,conv2d,dense,policy:small_middle_downsample_continuous_conv,20,"{""dense"": 20}","[[8, 1, 64, 200, 200]]","[[8, 1, 32, 100, 100]]",[8],8,409600000,51200000.0,12312264.1875,98498113.5,409600000,-6.466015815734863,6.470914363861084,0,,,,1.0,29491200000.0,29491200000.0,3686400000.0,1474560000.0,1474560000.0,184320000.0,29491200000.0,1474560000.0,0.0,0.0,0.0,29491200000.0,1474560000.0,0.0,0.0,29491200000.0,1474560000.0
middle,fp,fp,downsample_1.conv,conv2d,spike,policy:small_middle_downsample_event_conv,20,"{""spike"": 20}","[[8, 1, 64, 200, 200]]","[[8, 1, 64, 200, 200]]",[8],8,409600000,51200000.0,13153939.0,105231512.0,89602144,0.0,8.0,20,0.25691287109375,0.03211410888671875,0.03211410888671875,0.218755234375,235929600000.0,235929600000.0,29491200000.0,11796480000.0,11796480000.0,1474560000.0,0.0,0.0,7576668864.0,378833443.2,7576668864.0,7576668864.0,378833443.2,0.0,0.0,7576668864.0,378833443.2
