epoch,train_loss,miou,model_lr,train_batches,validation_batches,train_seconds,validation_seconds
1,0.8662809517020894,0.4824402928352356,0.0009940129676867249,401,424,246.01702835597098,32.980625331401825
2,0.8087577775232215,0.5438036918640137,0.0009880069432915259,401,424,239.94228449836373,32.66759839653969
3,0.8048990725579107,0.5680152177810669,0.0009819968594364196,401,424,239.36237823963165,32.611222214996815
4,0.7884652627971107,0.4724521338939667,0.0009759826857342084,401,424,239.84411736764014,32.71960357576609
5,0.7729528794562133,0.5208650827407837,0.0009699643913604667,401,424,239.54181348718703,32.61110877990723
6,0.7766038839359236,0.5510025024414062,0.0009639419450441902,401,424,239.40422004275024,32.9096038043499
7,0.7777196947773198,0.535163164138794,0.0009579153150581766,401,424,238.69639972783625,33.112188905477524
8,0.7623506643231076,0.5540665984153748,0.0009518844692091346,401,424,239.11273231357336,32.577560594305396
9,0.7601690745710434,0.5750534534454346,0.0009458493748275042,401,424,239.40034230798483,33.12226217612624
10,0.7645607474736145,0.5904479026794434,0.0009398099987569807,401,424,238.91385607235134,32.573492009192705
11,0.7556081931489959,0.5440880656242371,0.0009337663073437344,401,424,239.254949554801,32.62055082432926
12,0.7614323739101762,0.5468491911888123,0.0009277182664253095,401,424,239.13526430353522,32.81975946389139
13,0.7524909166029267,0.571475625038147,0.0009216658413191943,401,424,239.50502075068653,32.669357031583786
14,0.7502320884469144,0.5767486095428467,0.0009156089968110495,401,424,239.88895295001566,33.34094691462815
15,0.7524645298793726,0.5467857122421265,0.0009095476971425803,401,424,239.13197939656675,32.66081366315484
16,0.7550020165871504,0.5359699726104736,0.0009034819059990411,401,424,239.08203923515975,33.69543104432523
17,0.7507355526795708,0.5423431992530823,0.0008974115864963575,401,424,238.76030732877553,32.613459600135684
18,0.7417365119344278,0.586510181427002,0.0008913367011678507,401,424,239.8970932252705,33.50231932103634
19,0.7451577986267737,0.5487778186798096,0.0008852572119505499,401,424,238.91989965364337,32.56607271172106
20,0.7464976619901206,0.5762150883674622,0.0008791730801710756,401,424,238.6393653638661,32.73594960011542
21,0.7416911606776744,0.5587255358695984,0.0008730842665310786,401,424,239.1708635110408,32.63075154274702
22,0.7319838412087457,0.5651077032089233,0.0008669907310922142,401,424,238.86458715237677,32.569515220820904
23,0.7289040341341585,0.5542798042297363,0.0008608924332606365,401,424,238.58552155643702,32.578553423285484
24,0.7317173805022775,0.552878201007843,0.0008547893317709919,401,424,239.19716596230865,32.76204934157431
25,0.7319781341754885,0.5685198307037354,0.0008486813846698896,401,424,239.15917080082,32.946784283965826
26,0.7263128867470415,0.5666760206222534,0.0008425685492988323,401,424,238.91052223555744,32.69901886023581
27,0.731362346401833,0.579884946346283,0.0008364507822765806,401,424,238.85788155533373,32.616751831024885
28,0.7351143572693156,0.5249038934707642,0.00083032803948093,401,424,238.781545272097,32.76184282824397
29,0.7319299401785073,0.5617451071739197,0.000824200276029874,401,424,238.45703231357038,32.84029571339488
30,0.7246964379141753,0.5753424167633057,0.000818067446262131,401,424,238.59128581918776,32.806630397215486
31,0.7292822107412571,0.5918926000595093,0.0008119295037170033,401,424,238.9058282840997,32.73188450746238
32,0.7233573208723282,0.5505042672157288,0.0008057864011135426,401,424,238.38147511519492,32.63212428428233
33,0.7305643836459019,0.5508899688720703,0.0007996380903289922,401,424,238.78054273687303,32.712263798341155
34,0.7304878246754483,0.5864758491516113,0.0007934845223764714,401,424,239.0039063319564,32.75428362004459
35,0.7309700656412843,0.5723204612731934,0.0007873256473818732,401,424,239.07461918704212,32.943954687565565
36,0.7291861579305216,0.5339154601097107,0.0007811614145599355,401,424,238.52365372888744,33.06061899848282
37,0.7241411626784878,0.5633140802383423,0.0007749917721894537,401,424,239.487680060789,32.69968678429723
38,0.7179092507707211,0.5783916711807251,0.0007688166675875914,401,424,238.77480894513428,32.653714848682284
39,0.7198042377569431,0.570319414138794,0.0007626360470832516,401,424,238.5800355207175,32.31037969328463
40,0.7226598172116458,0.5795509815216064,0.0007564498559894636,401,424,238.91057386249304,32.389981746673584
41,0.7223964667974268,0.4389917254447937,0.0007502580385747388,401,424,238.61659302189946,32.57221189700067
42,0.723565923751441,0.5393009185791016,0.0007440605380333515,401,424,238.876361630857,32.58644132502377
43,0.7154328802279998,0.5492439866065979,0.0007378572964544873,401,424,238.94117467477918,32.520910423249006
44,0.7168696872016735,0.5498130321502686,0.0007316482547902116,401,424,238.82646667584777,32.55234960652888
45,0.7249101291868157,0.5585974454879761,0.000725433352822197,401,424,238.642616963014,32.622045086696744
46,0.722267735628713,0.5465885400772095,0.000719212529127151,401,424,238.51723642274737,32.62210824713111
47,0.7080414110882919,0.5761195421218872,0.0007129857210408809,401,424,239.1052211318165,32.51402827166021
48,0.7150474077745566,0.5677880644798279,0.000706752864620926,401,424,238.63145279325545,32.46844059601426
49,0.7152704635165873,0.5576231479644775,0.0007005138946076883,401,424,238.49395938776433,32.46253315731883
50,0.7111003566858477,0.5486024618148804,0.000694268744383984,401,424,238.71843984164298,32.32609153166413
51,0.7091575117777114,0.5814770460128784,0.0006880173459329353,401,424,238.8518772907555,32.36259503290057
52,0.7097385510839429,0.5248777866363525,0.0006817596297941178,401,424,238.54099774174392,32.408395644277334
53,0.7168801056773882,0.5895569324493408,0.0006754955250178724,401,424,238.78648506477475,32.740813095122576
54,0.7128936776199246,0.5696699619293213,0.000669224959117684,401,424,238.7248430661857,32.32540766336024
55,0.7085580382858429,0.5627506375312805,0.0006629478580205268,401,424,238.31037531420588,32.40521844290197
56,0.7125560718581564,0.5597907304763794,0.0006566641460150637,401,424,238.66068482771516,32.462929137051105
57,0.7066570734442618,0.4630078673362732,0.0006503737456975854,401,424,238.6636439152062,32.294459257274866
58,0.7150182725485423,0.5731074810028076,0.0006440765779155654,401,424,238.56493097357452,32.40552328526974
59,0.7056802231771988,0.5815157890319824,0.0006377725617086982,401,424,238.577173858881,32.402653312310576
60,0.7012418856347291,0.5708612203598022,0.0006314616142472774,401,424,238.72303677722812,32.36070425249636
61,0.7088441362702044,0.5342803001403809,0.0006251436507677669,401,424,238.87451327219605,32.376239500939846
62,0.7035473455811974,0.5976199507713318,0.0006188185845054015,401,424,238.5116897635162,32.43102525547147
63,0.6997646528883765,0.5879017114639282,0.0006124863266236448,401,424,238.72658098302782,32.36473491601646
64,0.7019261445785104,0.561691164970398,0.0006061467861403206,401,424,238.78040352277458,32.37233999930322
65,0.7005245428430172,0.5396307706832886,0.0005997998698502216,401,424,238.46987040527165,32.338627234101295
66,0.7068498274334648,0.5940821170806885,0.0005934454822439811,401,424,238.59743884392083,32.27086365967989
67,0.6932734038467122,0.5914496183395386,0.0005870835254229821,401,424,238.78095944225788,32.367491291835904
68,0.699952855817695,0.5723493099212646,0.0005807138990100624,401,424,238.58346615731716,32.33806906081736
69,0.6945431373660403,0.5898829698562622,0.0005743365000557488,401,424,238.75569313950837,32.323692321777344
70,0.6977616622858214,0.5827639102935791,0.0005679512229397437,401,424,238.73410232178867,32.41750518605113
71,0.7012648835146517,0.5703307390213013,0.0005615579592673594,401,424,239.63148248009384,32.40165528468788
72,0.6971457111567928,0.5806617736816406,0.0005551565977605726,401,424,239.35807791166008,32.33546149358153
73,0.6958040850715447,0.5566098690032959,0.0005487470241433482,401,424,238.84817476570606,32.31661596521735
74,0.7012704817434201,0.5804792642593384,0.0005423291210208529,401,424,238.84711385704577,32.356784362345934
75,0.6994490601178119,0.5780408382415771,0.0005359027677521474,401,424,238.94910477288067,32.38877209275961
76,0.6977333141086702,0.5777883529663086,0.0005294678403159141,401,424,238.79139718785882,32.3902970533818
