epoch,train_loss,miou,pixel_accuracy,iou_class_0,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,lr,train_samples,optimizer_steps,validation_samples,train_seconds,validation_seconds,peak_memory_bytes
42,0.40777473960869043,0.6443671863353648,0.819055332183298,0.5373408673667353,0.5827684561630017,0.5877685748494725,0.8805152312274972,0.4891797570575313,0.788630231347951,0.0006247205986388475,25700,402,8478,1888.77413925156,165.7801963724196,60274845184
43,0.39706635708938776,0.6534399970407171,0.8244624366006134,0.5242765751084701,0.5870315140228843,0.610052824419858,0.887791481980593,0.5105014370961698,0.8009861496163271,0.000609462549077574,25700,402,8478,1886.1072801314294,165.9385668039322,60274845184
44,0.4025211139411778,0.6576489443916453,0.8278646762208068,0.5208839541243779,0.6047463179777449,0.6144761249679297,0.8863672486298473,0.5126643044484765,0.806755716201496,0.0005940969666355705,25700,402,8478,1886.8394375555217,165.99214669317007,60274845184
45,0.3937675370084636,0.6648038196807206,0.8319567159117717,0.5439269397280863,0.5988941783583678,0.6298608446541897,0.8871066745723841,0.5183803505906511,0.8106539301806441,0.0005786390152875958,25700,402,8478,1886.5078036729246,165.9471524246037,60274845184
46,0.39021646873496385,0.6575542031846328,0.8258701978650625,0.5369687789790816,0.596514904286226,0.6160741562620542,0.8830705298460867,0.5130754177171633,0.7996214320171849,0.0005631039501653704,25700,402,8478,1887.3680364806205,165.94521469064057,60274845184
47,0.3892927241232609,0.6498577195958481,0.8265939003892427,0.5371720238132869,0.6052193344202234,0.5832652773960005,0.887703740396554,0.4783109991097704,0.8074749424392541,0.0005475071025025982,25700,402,8478,1886.6289983149618,165.90973341278732,60274845184
48,0.38397652012364875,0.6554363175819007,0.8304543015746638,0.5265233913319204,0.5856067289358061,0.6324343095260494,0.8902446298500915,0.47917601857704545,0.8186328272704912,0.0005318638645048918,25700,402,8478,1886.9952241797,165.9419420659542,60274845184
49,0.3782063646724716,0.6468812339714326,0.8195160370960132,0.5205092822665702,0.5808976531610063,0.5956882077524156,0.8896624096560628,0.4965416401258121,0.7979882108667284,0.0005161896741595249,25700,402,8478,1886.0661875531077,165.9116977136582,60274845184
50,0.372528062794459,0.6642989020633322,0.8325798139301722,0.5396098252197714,0.6095891773194483,0.6105930009566528,0.8913045212517419,0.5184257343836671,0.8162711532487119,0.0005005,25700,402,8478,1886.848849652335,166.00201276130974,60274845184
51,0.3775249147600701,0.6598519115466437,0.8323721020582685,0.5365671303429878,0.5994219013622443,0.6209777731719207,0.8933283315816773,0.49446094816140507,0.814355384659627,0.00048481032584047435,25700,402,8478,1886.9214692264795,166.19535128958523,60274845184
52,0.36804951851006146,0.6510137970664787,0.8273472679287568,0.54734671946692,0.6025223502458993,0.5916498347682472,0.8926723429156478,0.4746857489311446,0.7972057860710133,0.0004691361354951075,25700,402,8478,1887.3862918894738,166.01434805616736,60274845184
53,0.36723187358462855,0.6590927700781695,0.8328818648266101,0.5386194048037241,0.6027962291487717,0.5991827014701945,0.8945355282626855,0.4994610999012584,0.8199616568823823,0.00045349289749740127,25700,402,8478,1885.8123793192208,165.96231780573726,60274845184
54,0.36051626063506426,0.6531188844606883,0.8288673072953526,0.5394548886464746,0.6178776854026999,0.5634461440100932,0.8878722410767763,0.4865554516875345,0.823506895940551,0.00043789604983462943,25700,402,8478,1886.6938013713807,165.68783893622458,60274845184
55,0.3588193242095324,0.6632789344538647,0.8314492827022882,0.5384452221768141,0.6102798181274464,0.608503275144513,0.887745075705171,0.5261685555067979,0.8085316600624461,0.0004223609847124037,25700,402,8478,1884.4259936064482,165.71596018224955,60274845184
56,0.3553583425538549,0.6658958717156638,0.8340222716147676,0.5449567895583427,0.6230340421824309,0.6113829252991094,0.8824716851223001,0.5128240506886034,0.8207057374431963,0.00040690303336442956,25700,402,8478,1883.8297730255872,165.5711764153093,60274845184
57,0.35732895821448896,0.6595238811146925,0.8362723475465912,0.5482144970274685,0.622437820560494,0.5909336611983592,0.8931871488780561,0.47819304166845644,0.824177117355321,0.0003915374509224268,25700,402,8478,1883.5739706791937,165.74452706612647,60274845184
58,0.34934205481050545,0.6715298634898321,0.8402906625973107,0.5559480059876408,0.6222383368456568,0.627868291534358,0.8879253251239109,0.5029845273928686,0.8322146940545577,0.00037627940136115577,25700,402,8478,1884.1692030560225,165.70592481084168,60274845184
59,0.34296438819703423,0.6546920916604435,0.8290212830266572,0.5385787684453173,0.6196229912708793,0.5697091251486222,0.8914242376604105,0.48833825172786594,0.8204791757095661,0.0003611439425334063,25700,402,8478,1884.8780967984349,165.57564691640437,60274845184
60,0.34390275145783034,0.6625760025313854,0.8327801065994338,0.5498602988510917,0.6063146689046082,0.599180308313809,0.8865887993798522,0.5095021292343874,0.8240098105045638,0.0003461460113097152,25700,402,8478,1885.1272348798811,165.73605055734515,60274845184
61,0.3386364893783391,0.6675597678438342,0.835240287361406,0.54984155403567,0.628104219579152,0.6054178544255427,0.8829231267257966,0.513467882547419,0.8256039697494252,0.00033130040883747833,25700,402,8478,1885.3967202361673,165.90729068405926,60274845184
62,0.3341517935188828,0.6713695188646737,0.8383749277541873,0.5479051938325248,0.6085888929292251,0.6313336212600268,0.8919613936547135,0.517253316562554,0.8311746949489973,0.00031662178593400457,25700,402,8478,1886.5893834661692,165.95399961061776,60274845184
63,0.3346634959757096,0.6730472810730723,0.8372857344008021,0.5549994985157412,0.6187299467929014,0.6080011392070583,0.8957402305380069,0.5402483484633575,0.820564522921369,0.00030212462862792854,25700,402,8478,1887.1160323452204,165.9149311017245,60274845184
64,0.3296691402711757,0.6635876910785906,0.8338124845187544,0.5466824631283712,0.6088283430893762,0.602154639843622,0.8906639600309382,0.5077445503098656,0.8254521900693711,0.00028782324386324794,25700,402,8478,1886.4236885905266,165.93962222337723,60274845184
65,0.32864136859136794,0.6656198018213946,0.8347624469214437,0.5467420696700842,0.6139678660853121,0.6063513855405714,0.8816709142243668,0.5145223555514553,0.8304642198565777,0.0002737317453800979,25700,402,8478,1886.2803215328604,165.96853396110237,60274845184
66,0.3262370209285721,0.6777439974559902,0.8410846543996225,0.5588709884865806,0.6160096291662855,0.6337693838598798,0.8961958344340052,0.5354933190344333,0.8261248297547572,0.00025986403978619496,25700,402,8478,1886.2263599019498,166.02255252189934,60274845184
67,0.3225314373960755,0.6754007683191579,0.8403455708893607,0.5520386726670856,0.6146238353225043,0.6399414273866608,0.8875626262843885,0.5228245360382507,0.8354135122160572,0.00024623381283269064,25700,402,8478,1886.2841879576445,165.94742420874536,60274845184
68,0.3204332609445668,0.6748258139642521,0.8379608715204058,0.5519330300984626,0.6262598056759484,0.6141828928487144,0.8972360470698658,0.5414619399533059,0.8178811681392149,0.00023285451590799276,25700,402,8478,1886.1050235312432,165.91311910003424,60274845184
69,0.31722253452479143,0.6774285954964766,0.8393532392663364,0.5550356937234958,0.6275619584794064,0.6077624459393964,0.8903448224987793,0.5538155448204429,0.8300511075173387,0.00021973935276286202,25700,402,8478,1887.412217559293,166.30678960308433,60274845184
70,0.31547556553369366,0.6717898010942291,0.8417904281670205,0.5580253638670508,0.6286494957580716,0.627936627808481,0.8916900192957363,0.49217324956186886,0.8322640502741663,0.00020690126647991098,25700,402,8478,1887.427964657545,166.26973080076277,60274845184
71,0.31336236170757603,0.67902521463202,0.8447060059860816,0.5599123737070288,0.6322216723998995,0.6415230113147486,0.8954921906771445,0.5113845161812131,0.8336175235120857,0.00019435292670033942,25700,402,8478,1888.77772943303,166.4142437055707,60274845184
72,0.3123134408479535,0.6825496876272704,0.8449258824309979,0.5647325717070759,0.6403241669275109,0.6279584210172976,0.8915352138698902,0.5343296697322213,0.8364180825096262,0.00018210671712053054,25700,402,8478,1888.7788816541433,166.0924576446414,60274845184
73,0.30856120123473585,0.6687938099145511,0.834835707861524,0.5569971704078225,0.6197612521907817,0.5977408389361877,0.8918369504173225,0.5263135292546108,0.820113118280581,0.00017017472327083695,25700,402,8478,1889.5462027192116,166.3144142255187,60274845184
74,0.30573346696475134,0.6782810529519497,0.8449698432708186,0.5641609897654891,0.6314177442185819,0.632930330449132,0.893302834062597,0.5138292367268809,0.8340451824890178,0.00015856872058862107,25700,402,8478,1885.5144419334829,165.8342203963548,60274845184
75,0.3049071525831631,0.6788897523616889,0.8440585242686954,0.5589471253263739,0.637285961989434,0.6159312288561135,0.8959426806995132,0.5258610865106657,0.8393704307880331,0.0001473001627973204,25700,402,8478,1883.1156873125583,165.6337361279875,60274845184
76,0.3034571560069281,0.6723080127288729,0.838894178314461,0.5566550066662961,0.6309476117595912,0.6132937956171755,0.8836695364514033,0.5168461265997732,0.8324359992789983,0.0001363801706030057,25700,402,8478,1885.908956348896,166.086717704311,60274845184
77,0.2987195125256995,0.6821681022881428,0.8450064608398207,0.5661615330550424,0.6305105986557535,0.6442812740818169,0.894302404200123,0.52653426569917,0.8312185380369513,0.00012581952071958615,25700,402,8478,1885.4459018614143,165.64034892991185,60274845184
78,0.29849653147074034,0.680716700605004,0.8451696597074781,0.5696812447115608,0.6316825736175303,0.6186235905730455,0.8956908553528233,0.5337628865267484,0.8348590528483153,0.00011562863523349424,25700,402,8478,1881.852134367451,165.42599952034652,60274845184
79,0.2977539600194196,0.6770746711692178,0.8387798095069592,0.5566656452102106,0.6257726824740419,0.6175279334521383,0.8891108462264733,0.5443432722100399,0.8290276474424026,0.00010581757131834366,25700,402,8478,1883.3958804793656,165.66112807393074,60274845184
80,0.29524399776403076,0.6812000401683069,0.8405583112172682,0.561325170323273,0.6285226411732262,0.618569959596853,0.8910082804731495,0.5566499799010219,0.8311242095423181,9.639601130971459e-05,25700,402,8478,1883.7252346966416,165.69360028021038,60274845184
81,0.2931225921161444,0.6770366852795758,0.8398384126562869,0.5540925493340002,0.6277016938312693,0.6088617073724021,0.894296962472268,0.5439427654242198,0.8333244332432961,8.737325314985716e-05,25700,402,8478,1884.2979474868625,165.4487319290638,60274845184
82,0.2932161997681926,0.6826328117410165,0.8451542831446096,0.5672932866418936,0.6332300004929772,0.6282639097024334,0.8927692407346157,0.5371492941466817,0.8370911387274977,7.875820121174412e-05,25700,402,8478,1882.0421556793153,165.47410574182868,60274845184
83,0.2910924061912507,0.6895255085768875,0.848116057737674,0.569947707540946,0.6446029130294335,0.6380983553761153,0.8914403796587684,0.5523235049192763,0.840740190936786,7.055935751153074e-05,25700,402,8478,1882.7504361514002,165.59760814346373,60274845184
84,0.2903305127694913,0.6852744509011425,0.8471016262679877,0.5687372986624282,0.6378072565523761,0.6347335652734695,0.8931968641792101,0.5354229678324579,0.8417487529069128,6.278481331809069e-05,25700,402,8478,1883.2925698496401,165.60663612745702,60274845184
85,0.29014531245955233,0.6886502573927663,0.8480492185656995,0.5736909008449981,0.6403084940021757,0.6297068296854172,0.8931051528128651,0.5546892376111002,0.8404009294000426,5.544224116791077e-05,25700,402,8478,1882.8804162330925,165.53545411862433,60274845184
86,0.28853808076001325,0.6847437047842236,0.84646857675749,0.5678610543121164,0.6397957741438663,0.6219633460328532,0.8951950838373067,0.544043784952351,0.8396031854268489,4.853888729322354e-05,25700,402,8478,1883.0838243104517,165.59118931554258,60274845184
87,0.2875351206523435,0.6854786104501708,0.8469560148325077,0.5730419963396726,0.6443569584810203,0.6254829044576508,0.893888289518407,0.54120721500533,0.8348942988989442,4.208156447085166e-05,25700,402,8478,1882.9242136050016,165.6524006035179,60274845184
88,0.2876842250387956,0.685680657940798,0.84760902851498,0.5714035018913395,0.6389723183396445,0.6327169039379017,0.8946611244171159,0.5374505369074926,0.8388795621512947,3.6076645298818664e-05,25700,402,8478,1883.9949726406485,165.66142218746245,60274845184
89,0.2855670620727168,0.6863083974769225,0.8472543487556027,0.5729091775386691,0.6385221327458679,0.6305386590612088,0.8950913698288646,0.5433470667774704,0.8374419789094548,3.053005590736454e-05,25700,402,8478,1883.2229477558285,165.73303473740816,60274845184
90,0.28406598510445324,0.6875776198543787,0.8484839850200518,0.5721232148246488,0.6421120154484329,0.6354056357487228,0.8951921941515352,0.541216642083536,0.839416016869397,2.5447270110570875e-05,25700,402,8478,1883.4166404381394,165.60008230432868,60274845184
91,0.2856713670144285,0.6862458799873842,0.8470402903102147,0.56802026411546,0.6460409176827576,0.6245102037998792,0.8943410359387202,0.54882715807515,0.8357357003123378,2.083330400436698e-05,25700,402,8478,1881.4704881350044,165.20285461493768,60274845184
92,0.284025565766175,0.6836065820605018,0.8451653831976881,0.5685635182325361,0.6405266260030187,0.6177330228312433,0.8955805563799127,0.5432842648286401,0.8359515040876605,1.6692711016248782e-05,25700,402,8478,1875.4053720899392,164.51894961786456,60274845184
93,0.28342769757319053,0.6805749388581569,0.8435870060745458,0.5688633895491205,0.6378685808257226,0.6189214852340511,0.8912470388920651,0.5343761660249635,0.8321729726230187,1.3029577411595635e-05,25700,402,8478,1871.0615569830406,164.3994995811954,60274845184
94,0.2833313189823804,0.6875855079241243,0.8473079028072659,0.5720227310267602,0.6412008366732931,0.6270421546322538,0.8942210885878024,0.5527391644931557,0.8382870721314805,9.847518261019919e-06,25700,402,8478,1872.6052411780693,164.4564516681712,60274845184
95,0.2810470227183999,0.6830644026768343,0.8472015731894315,0.5696116690752075,0.6372177700937488,0.6275305826091673,0.8943329875091881,0.5269404518212678,0.8427529549524261,7.149673872728752e-06,25700,402,8478,1868.6777675431222,164.18077570619062,60274845184
96,0.28222679000652257,0.6853331608465245,0.8478674672682236,0.5750820891798147,0.6390164574614826,0.633465607600068,0.8952554451643581,0.531627257019347,0.8375521086540764,4.938706693418313e-06,25700,402,8478,1869.5440813791938,164.15901351999491,60274845184
97,0.2824389997066691,0.6861454714104349,0.8473365025654636,0.571209086223939,0.6440248476707682,0.6243378339587238,0.8943081512454466,0.5441217967435948,0.8388711126201374,3.2167986807616102e-06,25700,402,8478,1871.322331640171,164.1563898799941,60274845184
98,0.28146676094151657,0.6859363706158476,0.8467143371078084,0.5695543145788431,0.6390833290633575,0.6296341686415317,0.8936805916261693,0.5433048842564723,0.840360935528711,1.9856491500783987e-06,25700,402,8478,1872.0442703738809,164.22967433696613,60274845184
99,0.2807269142249215,0.6834704504635928,0.8459168509672093,0.5696498258041716,0.643012457244118,0.6174221531307929,0.8948245131778801,0.5383620547330783,0.837551698691515,1.2464730973170762e-06,25700,402,8478,1874.5595828371588,165.18695731204934,60274845184
100,0.2797189280866185,0.6856607918337768,0.8460910798537391,0.5680305317592204,0.6395071092169252,0.6281098589102329,0.893334383894108,0.5469326944831564,0.838050172739018,1e-06,25700,402,8478,1879.2864238990005,165.42297335993499,60274845184
