layer,stage,disagreement_qad_mean,disagreement_ste_mean,disagreement_qad_minus_ste,disagreement_qad_minus_ste_cluster_bootstrap_95ci,disagreement_relative_reduction_fraction,disagreement_relative_reduction_cluster_bootstrap_95ci,disagreement_paired_effect_dz,disagreement_qad_lower_source_count,disagreement_qad_higher_source_count,disagreement_equal_source_count,disagreement_source_count,disagreement_two_sided_exact_sign_p,mae_qad_mean,mae_ste_mean,mae_qad_minus_ste,mae_qad_minus_ste_cluster_bootstrap_95ci,mae_relative_reduction_fraction,mae_relative_reduction_cluster_bootstrap_95ci,mae_paired_effect_dz,mae_qad_lower_source_count,mae_qad_higher_source_count,mae_equal_source_count,mae_source_count,mae_two_sided_exact_sign_p,signed_error_qad_mean,signed_error_ste_mean,signed_error_qad_minus_ste,signed_error_qad_minus_ste_cluster_bootstrap_95ci,signed_error_relative_reduction_fraction,signed_error_relative_reduction_cluster_bootstrap_95ci,signed_error_paired_effect_dz,signed_error_qad_lower_source_count,signed_error_qad_higher_source_count,signed_error_equal_source_count,signed_error_source_count,signed_error_two_sided_exact_sign_p,zero_delta_qad_mean,zero_delta_ste_mean,zero_delta_qad_minus_ste,zero_delta_qad_minus_ste_cluster_bootstrap_95ci,zero_delta_relative_reduction_fraction,zero_delta_relative_reduction_cluster_bootstrap_95ci,zero_delta_paired_effect_dz,zero_delta_qad_lower_source_count,zero_delta_qad_higher_source_count,zero_delta_equal_source_count,zero_delta_source_count,zero_delta_two_sided_exact_sign_p
DAB_Block_1.DAB_Module_1_0.bn_relu.acti,encoder_1,0.22895744140625,0.23408240234375,-0.005124960937500006,"[-0.005124960937500006, -0.005124960937500006]",0.02189383262554697,"[0.02189383262554697, 0.02189383262554697]",inf,1,0,0,1,1.0,0.2430802734375,0.25307001953125,-0.00998974609375003,"[-0.00998974609375003, -0.00998974609375003]",0.03947423765270014,"[0.03947423765270014, 0.03947423765270014]",inf,1,0,0,1,1.0,-0.0281505078125,-0.00986005859375,-0.018290449218749998,"[-0.018290449218749998, -0.018290449218749998]",-1.855004110253845,"[-1.855004110253845, -1.855004110253845]",inf,1,0,0,1,1.0,0.0275046484375,0.02061890625,0.006885742187500002,"[0.006885742187500002, 0.006885742187500002]",-0.3339528345496019,"[-0.3339528345496019, -0.3339528345496019]",inf,0,1,0,1,1.0
DAB_Block_1.DAB_Module_1_0.ca11.neuron,encoder_1,0.1164947265625,0.078720546875,0.03777417968749999,"[0.03777417968749999, 0.03777417968749999]",-0.4798515913193723,"[-0.4798515913193723, -0.4798515913193723]",inf,0,1,0,1,1.0,0.193349921875,0.102338203125,0.09101171875,"[0.09101171875, 0.09101171875]",-0.889323009109654,"[-0.889323009109654, -0.889323009109654]",inf,0,1,0,1,1.0,0.1602871875,0.00128078125,0.15900640625,"[0.15900640625, 0.15900640625]",-124.14798096864708,"[-124.14798096864708, -124.14798096864708]",inf,0,1,0,1,1.0,-0.0581634765625,0.0084005078125,-0.066563984375,"[-0.066563984375, -0.066563984375]",7.923804829507145,"[7.923804829507145, 7.923804829507145]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.ca22.neuron,encoder_1,0.1176488671875,0.0765408984375,0.04110796875,"[0.04110796875, 0.04110796875]",-0.5370719391746753,"[-0.5370719391746753, -0.5370719391746753]",inf,0,1,0,1,1.0,0.151314140625,0.0911139453125,0.06020019531250001,"[0.06020019531250001, 0.06020019531250001]",-0.6607132981238723,"[-0.6607132981238723, -0.6607132981238723]",inf,0,1,0,1,1.0,0.0789325,-0.0130680078125,0.09200050781250001,"[0.09200050781250001, 0.09200050781250001]",7.040132599591679,"[7.040132599591679, 7.040132599591679]",inf,0,1,0,1,1.0,-0.0418217578125,0.01444234375,-0.0562641015625,"[-0.0562641015625, -0.0562641015625]",3.895773604093865,"[3.895773604093865, 3.895773604093865]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.conv1x1.bn_prelu.acti,encoder_1,0.18413498046875,0.16087826171875,0.02325671874999999,"[0.02325671874999999, 0.02325671874999999]",-0.14456097735974896,"[-0.14456097735974896, -0.14456097735974896]",inf,0,1,0,1,1.0,0.197746171875,0.1653411328125,0.032405039062499974,"[0.032405039062499974, 0.032405039062499974]",-0.19598897449945443,"[-0.19598897449945443, -0.19598897449945443]",inf,0,1,0,1,1.0,0.046130234375,-8.36328125e-05,0.0462138671875,"[0.0462138671875, 0.0462138671875]",552.5805698271836,"[552.5805698271836, 552.5805698271836]",inf,0,1,0,1,1.0,-0.02714392578125,0.00188771484375,-0.029031640625,"[-0.029031640625, -0.029031640625]",15.379251120009105,"[15.379251120009105, 15.379251120009105]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.conv1x1_in.bn_prelu.acti,encoder_1,0.1680608203125,0.1410008984375,0.027059921875000004,"[0.027059921875000004, 0.027059921875000004]",-0.19191311668836333,"[-0.19191311668836333, -0.19191311668836333]",inf,0,1,0,1,1.0,0.1735594921875,0.142571484375,0.030988007812499996,"[0.030988007812499996, 0.030988007812499996]",-0.21735067112714834,"[-0.21735067112714834, -0.21735067112714834]",inf,0,1,0,1,1.0,0.0145671484375,-0.025200625,0.0397677734375,"[0.0397677734375, 0.0397677734375]",1.5780471094466904,"[1.5780471094466904, 1.5780471094466904]",inf,0,1,0,1,1.0,-0.002160390625,0.0279674609375,-0.030127851562500002,"[-0.030127851562500002, -0.030127851562500002]",1.077246577007041,"[1.077246577007041, 1.077246577007041]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.conv1x3.bn_prelu.acti,encoder_1,0.285419140625,0.2070952734375,0.07832386718750001,"[0.07832386718750001, 0.07832386718750001]",-0.3782020993885099,"[-0.3782020993885099, -0.3782020993885099]",inf,0,1,0,1,1.0,0.311390703125,0.2102276953125,0.10116300781250001,"[0.10116300781250001, 0.10116300781250001]",-0.4812068536551422,"[-0.4812068536551422, -0.4812068536551422]",inf,0,1,0,1,1.0,0.13085953125,-0.0185206640625,0.1493801953125,"[0.1493801953125, 0.1493801953125]",8.0655960719551,"[8.0655960719551, 8.0655960719551]",inf,0,1,0,1,1.0,-0.074026484375,0.0173574609375,-0.0913839453125,"[-0.0913839453125, -0.0913839453125]",5.264822178863106,"[5.264822178863106, 5.264822178863106]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.conv3x1.bn_prelu.acti,encoder_1,0.1757351953125,0.1442009765625,0.03153421875000001,"[0.03153421875000001, 0.03153421875000001]",-0.21868242158770929,"[-0.21868242158770929, -0.21868242158770929]",inf,0,1,0,1,1.0,0.1796421484375,0.145566171875,0.0340759765625,"[0.0340759765625, 0.0340759765625]",-0.23409268873101632,"[-0.23409268873101632, -0.23409268873101632]",inf,0,1,0,1,1.0,0.0166889453125,-0.03094203125,0.047630976562499996,"[0.047630976562499996, 0.047630976562499996]",1.5393616591509323,"[1.5393616591509323, 1.5393616591509323]",inf,0,1,0,1,1.0,-0.0092222265625,0.032188203125,-0.0414104296875,"[-0.0414104296875, -0.0414104296875]",1.286509517995966,"[1.286509517995966, 1.286509517995966]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.dconv1x3.bn_prelu.acti,encoder_1,0.149718515625,0.097355859375,0.052362656249999986,"[0.052362656249999986, 0.052362656249999986]",-0.5378480205110919,"[-0.5378480205110919, -0.5378480205110919]",inf,0,1,0,1,1.0,0.273297265625,0.159697578125,0.11359968750000002,"[0.11359968750000002, 0.11359968750000002]",-0.711342581608108,"[-0.711342581608108, -0.711342581608108]",inf,0,1,0,1,1.0,0.20794546875,0.016546484375,0.191398984375,"[0.191398984375, 0.191398984375]",-11.567350504025118,"[-11.567350504025118, -11.567350504025118]",inf,0,1,0,1,1.0,-0.0494751953125,0.00816421875,-0.0576394140625,"[-0.0576394140625, -0.0576394140625]",7.0600036362940415,"[7.0600036362940415, 7.0600036362940415]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.dconv3x1.bn_prelu.acti,encoder_1,0.077119140625,0.0627837109375,0.014335429687499998,"[0.014335429687499998, 0.014335429687499998]",-0.22833039770093627,"[-0.22833039770093627, -0.22833039770093627]",inf,0,1,0,1,1.0,0.0849390625,0.068103046875,0.016836015624999992,"[0.016836015624999992, 0.016836015624999992]",-0.24721383840434807,"[-0.24721383840434807, -0.24721383840434807]",inf,0,1,0,1,1.0,0.0415378125,0.0087209375,0.032816875,"[0.032816875, 0.032816875]",-3.762998530834558,"[-3.762998530834558, -3.762998530834558]",inf,0,1,0,1,1.0,-0.02487,-0.0013549609375,-0.0235150390625,"[-0.0235150390625, -0.0235150390625]",-17.35477268140802,"[-17.35477268140802, -17.35477268140802]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.ddconv1x3.bn_prelu.acti,encoder_1,0.1566227734375,0.0957395703125,0.06088320312500001,"[0.06088320312500001, 0.06088320312500001]",-0.6359251762492081,"[-0.6359251762492081, -0.6359251762492081]",inf,0,1,0,1,1.0,0.2162042578125,0.1392391796875,0.076965078125,"[0.076965078125, 0.076965078125]",-0.5527544639212596,"[-0.5527544639212596, -0.5527544639212596]",inf,0,1,0,1,1.0,0.1025359765625,-0.0059272265625,0.108463203125,"[0.108463203125, 0.108463203125]",18.299149185762207,"[18.299149185762207, 18.299149185762207]",inf,0,1,0,1,1.0,-0.04797421875,0.0120001171875,-0.0599743359375,"[-0.0599743359375, -0.0599743359375]",4.997812521362096,"[4.997812521362096, 4.997812521362096]",inf,1,0,0,1,1.0
DAB_Block_1.DAB_Module_1_0.ddconv3x1.bn_prelu.acti,encoder_1,0.074079453125,0.0571148828125,0.016964570312500003,"[0.016964570312500003, 0.016964570312500003]",-0.2970253894802212,"[-0.2970253894802212, -0.2970253894802212]",inf,0,1,0,1,1.0,0.0837344140625,0.06189875,0.021835664062499996,"[0.021835664062499996, 0.021835664062499996]",-0.3527642167652819,"[-0.3527642167652819, -0.3527642167652819]",inf,0,1,0,1,1.0,0.0312833203125,-0.002453984375,0.033737304687500004,"[0.033737304687500004, 0.033737304687500004]",13.74797045620961,"[13.74797045620961, 13.74797045620961]",inf,0,1,0,1,1.0,-0.022532265625,-3.83203125e-05,-0.0224939453125,"[-0.0224939453125, -0.0224939453125]",-586.9979612640163,"[-586.9979612640163, -586.9979612640163]",inf,1,0,0,1,1.0
DAB_Block_2.DAB_Module_2_0.bn_relu.acti,encoder_2,0.1213471875,0.123227265625,-0.0018800781250000037,"[-0.0018800781250000037, -0.0018800781250000037]",0.01525699783618812,"[0.01525699783618812, 0.01525699783618812]",inf,1,0,0,1,1.0,0.131554609375,0.136511171875,-0.004956562500000011,"[-0.004956562500000011, -0.004956562500000011]",0.03630884148103729,"[0.03630884148103729, 0.03630884148103729]",inf,1,0,0,1,1.0,-0.018409140625,-0.019432421875,0.0010232812500000008,"[0.0010232812500000008, 0.0010232812500000008]",0.05265845176593567,"[0.05265845176593567, 0.05265845176593567]",inf,0,1,0,1,1.0,0.01444203125,0.020314609375,-0.0058725781250000015,"[-0.0058725781250000015, -0.0058725781250000015]",0.2890815184576987,"[0.2890815184576987, 0.2890815184576987]",inf,1,0,0,1,1.0
DAB_Block_2.DAB_Module_2_0.ca11.neuron,encoder_2,0.01171796875,0.0117446875,-2.6718749999999833e-05,"[-2.6718749999999833e-05, -2.6718749999999833e-05]",0.0022749647446983867,"[0.0022749647446983867, 0.0022749647446983867]",inf,1,0,0,1,1.0,0.0126746875,0.0118471875,0.0008275000000000001,"[0.0008275000000000001, 0.0008275000000000001]",-0.06984780142966422,"[-0.06984780142966422, -0.06984780142966422]",inf,0,1,0,1,1.0,0.0055225,0.005240625,0.000281875,"[0.000281875, 0.000281875]",-0.05378652355396542,"[-0.05378652355396542, -0.05378652355396542]",inf,0,1,0,1,1.0,-0.00385875,-0.00475859375,0.0008998437499999996,"[0.0008998437499999996, 0.0008998437499999996]",0.18909867016910187,"[0.18909867016910187, 0.18909867016910187]",inf,0,1,0,1,1.0
DAB_Block_2.DAB_Module_2_0.ca22.neuron,encoder_2,0.0144521875,0.0064178125,0.008034375,"[0.008034375, 0.008034375]",-1.2518868383892487,"[-1.2518868383892487, -1.2518868383892487]",inf,0,1,0,1,1.0,0.0155378125,0.00646734375,0.00907046875,"[0.00907046875, 0.00907046875]",-1.4025029595805851,"[-1.4025029595805851, -1.4025029595805851]",inf,0,1,0,1,1.0,0.00787125,-0.00386171875,0.01173296875,"[0.01173296875, 0.01173296875]",3.038276350394497,"[3.038276350394497, 3.038276350394497]",inf,0,1,0,1,1.0,-0.006226875,0.0039921875,-0.0102190625,"[-0.0102190625, -0.0102190625]",2.559765166340509,"[2.559765166340509, 2.559765166340509]",inf,1,0,0,1,1.0
DAB_Block_2.DAB_Module_2_0.conv1x1.bn_prelu.acti,encoder_2,0.06050828125,0.04762453125,0.01288375,"[0.01288375, 0.01288375]",-0.27052759705640145,"[-0.27052759705640145, -0.27052759705640145]",inf,0,1,0,1,1.0,0.065946484375,0.0494078125,0.016538671875,"[0.016538671875, 0.016538671875]",-0.3347379905758831,"[-0.3347379905758831, -0.3347379905758831]",inf,0,1,0,1,1.0,0.024808984375,0.003575,0.021233984375,"[0.021233984375, 0.021233984375]",-5.939576048951049,"[-5.939576048951049, -5.939576048951049]",inf,0,1,0,1,1.0,-0.01773234375,-0.001715546875,-0.016016796875,"[-0.016016796875, -0.016016796875]",-9.33626303565736,"[-9.33626303565736, -9.33626303565736]",inf,1,0,0,1,1.0
DAB_Block_2.DAB_Module_2_0.conv1x1_in.bn_prelu.acti,encoder_2,0.1302159375,0.10132,0.028895937499999996,"[0.028895937499999996, 0.028895937499999996]",-0.28519480359257793,"[-0.28519480359257793, -0.28519480359257793]",inf,0,1,0,1,1.0,0.132745,0.1019065625,0.030838437499999996,"[0.030838437499999996, 0.030838437499999996]",-0.30261483405448,"[-0.30261483405448, -0.30261483405448]",inf,0,1,0,1,1.0,0.0305853125,-0.0024521875,0.0330375,"[0.0330375, 0.0330375]",13.47266471262903,"[13.47266471262903, 13.47266471262903]",inf,0,1,0,1,1.0,-0.024185625,0.0044603125,-0.0286459375,"[-0.0286459375, -0.0286459375]",6.422405941287746,"[6.422405941287746, 6.422405941287746]",inf,1,0,0,1,1.0
DAB_Block_2.DAB_Module_2_0.conv1x3.bn_prelu.acti,encoder_2,0.1046165625,0.08139703125,0.023219531249999995,"[0.023219531249999995, 0.023219531249999995]",-0.2852626305090211,"[-0.2852626305090211, -0.2852626305090211]",inf,0,1,0,1,1.0,0.1106015625,0.0830778125,0.02752375,"[0.02752375, 0.02752375]",-0.3313008512350996,"[-0.3313008512350996, -0.3313008512350996]",inf,0,1,0,1,1.0,0.0191475,-0.01536375,0.03451125,"[0.03451125, 0.03451125]",2.2462777642177203,"[2.2462777642177203, 2.2462777642177203]",inf,0,1,0,1,1.0,-0.0111815625,0.0162334375,-0.027415000000000002,"[-0.027415000000000002, -0.027415000000000002]",1.688798198163513,"[1.688798198163513, 1.688798198163513]",inf,1,0,0,1,1.0
DAB_Block_2.DAB_Module_2_0.conv3x1.bn_prelu.acti,encoder_2,0.11850296875,0.09192234375,0.02658062500000001,"[0.02658062500000001, 0.02658062500000001]",-0.28916391723312657,"[-0.28916391723312657, -0.28916391723312657]",inf,0,1,0,1,1.0,0.1239971875,0.09407375,0.029923437499999997,"[0.029923437499999997, 0.029923437499999997]",-0.3180848802136621,"[-0.3180848802136621, -0.3180848802136621]",inf,0,1,0,1,1.0,0.03300125,-0.005570625,0.038571875000000005,"[0.038571875000000005, 0.038571875000000005]",6.924155727588916,"[6.924155727588916, 6.924155727588916]",inf,0,1,0,1,1.0,-0.02483921875,0.007325,-0.03216421875,"[-0.03216421875, -0.03216421875]",4.391019624573379,"[4.391019624573379, 4.391019624573379]",inf,1,0,0,1,1.0
DAB_Block_2.DAB_Module_2_0.dconv1x3.bn_prelu.acti,encoder_2,0.0121346875,0.01221140625,-7.671874999999953e-05,"[-7.671874999999953e-05, -7.671874999999953e-05]",0.006282548334676814,"[0.006282548334676814, 0.006282548334676814]",inf,1,0,0,1,1.0,0.01583890625,0.0133378125,0.002501093749999999,"[0.002501093749999999, 0.002501093749999999]",-0.18751903657365096,"[-0.18751903657365096, -0.18751903657365096]",inf,0,1,0,1,1.0,0.00849546875,0.006480625,0.00201484375,"[0.00201484375, 0.00201484375]",-0.3109026907127013,"[-0.3109026907127013, -0.3109026907127013]",inf,0,1,0,1,1.0,-0.00386328125,-0.00475859375,0.0008953124999999998,"[0.0008953124999999998, 0.0008953124999999998]",0.18814644557543914,"[0.18814644557543914, 0.18814644557543914]",inf,0,1,0,1,1.0
DAB_Block_2.DAB_Module_2_0.dconv3x1.bn_prelu.acti,encoder_2,0.0094965625,0.00989640625,-0.00039984375,"[-0.00039984375, -0.00039984375]",0.04040292404123972,"[0.04040292404123972, 0.04040292404123972]",inf,1,0,0,1,1.0,0.0104059375,0.0100775,0.0003284375000000006,"[0.0003284375000000006, 0.0003284375000000006]",-0.032591168444554765,"[-0.032591168444554765, -0.032591168444554765]",inf,0,1,0,1,1.0,0.0029890625,0.003251875,-0.0002628125,"[-0.0002628125, -0.0002628125]",0.08081875840861043,"[0.08081875840861043, 0.08081875840861043]",inf,1,0,0,1,1.0,-0.00151546875,-0.00275546875,0.00124,"[0.00124, 0.00124]",0.4500141763538418,"[0.4500141763538418, 0.4500141763538418]",inf,0,1,0,1,1.0
DAB_Block_2.DAB_Module_2_0.ddconv1x3.bn_prelu.acti,encoder_2,0.0148471875,0.01456734375,0.0002798437499999997,"[0.0002798437499999997, 0.0002798437499999997]",-0.019210348489236393,"[-0.019210348489236393, -0.019210348489236393]",inf,0,1,0,1,1.0,0.01933609375,0.01667265625,0.002663437500000001,"[0.002663437500000001, 0.002663437500000001]",-0.1597488402605314,"[-0.1597488402605314, -0.1597488402605314]",inf,0,1,0,1,1.0,0.01131484375,0.00909671875,0.0022181249999999996,"[0.0022181249999999996, 0.0022181249999999996]",-0.24383792232776239,"[-0.24383792232776239, -0.24383792232776239]",inf,0,1,0,1,1.0,-0.006226875,-0.00652765625,0.00030078124999999983,"[0.00030078124999999983, 0.00030078124999999983]",0.04607798549441078,"[0.04607798549441078, 0.04607798549441078]",inf,0,1,0,1,1.0
DAB_Block_2.DAB_Module_2_0.ddconv3x1.bn_prelu.acti,encoder_2,0.01106,0.01048328125,0.00057671875,"[0.00057671875, 0.00057671875]",-0.05501319064581998,"[-0.05501319064581998, -0.05501319064581998]",inf,0,1,0,1,1.0,0.0117890625,0.010999375,0.0007896874999999987,"[0.0007896874999999987, 0.0007896874999999987]",-0.07179385192340462,"[-0.07179385192340462, -0.07179385192340462]",inf,0,1,0,1,1.0,0.0037725,0.0033059375,0.00046656249999999996,"[0.00046656249999999996, 0.00046656249999999996]",-0.1411286511012383,"[-0.1411286511012383, -0.1411286511012383]",inf,0,1,0,1,1.0,-0.0026303125,-0.00241921875,-0.0002110937499999999,"[-0.0002110937499999999, -0.0002110937499999999]",-0.08725699153910738,"[-0.08725699153910738, -0.08725699153910738]",inf,1,0,0,1,1.0
DAB_Block_3.DAB_Module_3_0.bn_relu.acti,encoder_3,0.19684,0.222288125,-0.025448125000000016,"[-0.025448125000000016, -0.025448125000000016]",0.11448261125060107,"[0.11448261125060107, 0.11448261125060107]",inf,1,0,0,1,1.0,0.213773125,0.248995625,-0.03522249999999999,"[-0.03522249999999999, -0.03522249999999999]",0.14145830875542487,"[0.14145830875542487, 0.14145830875542487]",inf,1,0,0,1,1.0,-0.041781875,0.002351875,-0.04413375,"[-0.04413375, -0.04413375]",18.76534679776774,"[18.76534679776774, 18.76534679776774]",inf,1,0,0,1,1.0,0.04358375,0.0167225,0.026861249999999996,"[0.026861249999999996, 0.026861249999999996]",-1.606293915383465,"[-1.606293915383465, -1.606293915383465]",inf,0,1,0,1,1.0
DAB_Block_3.DAB_Module_3_0.ca11.neuron,encoder_3,0.04797375,0.03238875,0.015585000000000002,"[0.015585000000000002, 0.015585000000000002]",-0.4811855968507584,"[-0.4811855968507584, -0.4811855968507584]",inf,0,1,0,1,1.0,0.08017125,0.03692875,0.043242499999999996,"[0.043242499999999996, 0.043242499999999996]",-1.170971126832075,"[-1.170971126832075, -1.170971126832075]",inf,0,1,0,1,1.0,0.06184375,0.00490625,0.0569375,"[0.0569375, 0.0569375]",-11.605095541401274,"[-11.605095541401274, -11.605095541401274]",inf,0,1,0,1,1.0,-0.01906875,0.0017825,-0.020851249999999998,"[-0.020851249999999998, -0.020851249999999998]",11.697755960729312,"[11.697755960729312, 11.697755960729312]",inf,1,0,0,1,1.0
DAB_Block_3.DAB_Module_3_0.ca22.neuron,encoder_3,0.04505,0.028365,0.016685,"[0.016685, 0.016685]",-0.5882249250837299,"[-0.5882249250837299, -0.5882249250837299]",inf,0,1,0,1,1.0,0.05818375,0.0304925,0.02769125,"[0.02769125, 0.02769125]",-0.9081331474952857,"[-0.9081331474952857, -0.9081331474952857]",inf,0,1,0,1,1.0,0.03050625,-0.0011075,0.031613749999999996,"[0.031613749999999996, 0.031613749999999996]",28.5451467268623,"[28.5451467268623, 28.5451467268623]",inf,0,1,0,1,1.0,-0.0145275,0.00251625,-0.01704375,"[-0.01704375, -0.01704375]",6.773472429210135,"[6.773472429210135, 6.773472429210135]",inf,1,0,0,1,1.0
DAB_Block_3.DAB_Module_3_0.conv1x1.bn_prelu.acti,encoder_3,0.131574375,0.108,0.023574374999999995,"[0.023574374999999995, 0.023574374999999995]",-0.21828124999999995,"[-0.21828124999999995, -0.21828124999999995]",inf,0,1,0,1,1.0,0.15037875,0.113765625,0.03661312500000001,"[0.03661312500000001, 0.03661312500000001]",-0.32182941903584683,"[-0.32182941903584683, -0.32182941903584683]",inf,0,1,0,1,1.0,0.0365,-0.005905625,0.042405624999999995,"[0.042405624999999995, 0.042405624999999995]",7.180548206159381,"[7.180548206159381, 7.180548206159381]",inf,0,1,0,1,1.0,-0.011626875,0.00625,-0.017876875,"[-0.017876875, -0.017876875]",2.8603,"[2.8603, 2.8603]",inf,1,0,0,1,1.0
