layer,stage,disagreement_qad_mean,disagreement_ste_mean,disagreement_qad_minus_ste,disagreement_qad_minus_ste_cluster_bootstrap_95ci,disagreement_relative_reduction_fraction,disagreement_relative_reduction_cluster_bootstrap_95ci,disagreement_paired_effect_dz,disagreement_qad_lower_source_count,disagreement_qad_higher_source_count,disagreement_equal_source_count,disagreement_source_count,disagreement_two_sided_exact_sign_p,mae_qad_mean,mae_ste_mean,mae_qad_minus_ste,mae_qad_minus_ste_cluster_bootstrap_95ci,mae_relative_reduction_fraction,mae_relative_reduction_cluster_bootstrap_95ci,mae_paired_effect_dz,mae_qad_lower_source_count,mae_qad_higher_source_count,mae_equal_source_count,mae_source_count,mae_two_sided_exact_sign_p,signed_error_qad_mean,signed_error_ste_mean,signed_error_qad_minus_ste,signed_error_qad_minus_ste_cluster_bootstrap_95ci,signed_error_relative_reduction_fraction,signed_error_relative_reduction_cluster_bootstrap_95ci,signed_error_paired_effect_dz,signed_error_qad_lower_source_count,signed_error_qad_higher_source_count,signed_error_equal_source_count,signed_error_source_count,signed_error_two_sided_exact_sign_p,zero_delta_qad_mean,zero_delta_ste_mean,zero_delta_qad_minus_ste,zero_delta_qad_minus_ste_cluster_bootstrap_95ci,zero_delta_relative_reduction_fraction,zero_delta_relative_reduction_cluster_bootstrap_95ci,zero_delta_paired_effect_dz,zero_delta_qad_lower_source_count,zero_delta_qad_higher_source_count,zero_delta_equal_source_count,zero_delta_source_count,zero_delta_two_sided_exact_sign_p
DAB_Block_6.DAB_Module_6_0.conv1x1_in.bn_prelu.acti,decoder_6,0.31333640625,0.28060421875,0.032732187499999954,"[0.032732187499999954, 0.032732187499999954]",-0.11664895006144647,"[-0.11664895006144647, -0.11664895006144647]",inf,0,1,0,1,1.0,0.3480796875,0.30401359375,0.044066093750000035,"[0.044066093750000035, 0.044066093750000035]",-0.1449477742309016,"[-0.1449477742309016, -0.1449477742309016]",inf,0,1,0,1,1.0,-0.01225125,-0.08570015625,0.07344890625,"[0.07344890625, 0.07344890625]",0.8570451847921805,"[0.8570451847921805, 0.8570451847921805]",inf,0,1,0,1,1.0,0.03502671875,0.05959078125,-0.024564062500000004,"[-0.024564062500000004, -0.024564062500000004]",0.412212459456554,"[0.412212459456554, 0.412212459456554]",inf,1,0,0,1,1.0
DAB_Block_6.DAB_Module_6_0.conv1x3.bn_prelu.acti,decoder_6,0.31778484375,0.27451265625,0.0432721875,"[0.0432721875, 0.0432721875]",-0.15763275941853777,"[-0.15763275941853777, -0.15763275941853777]",inf,0,1,0,1,1.0,0.369831875,0.30148109375,0.06835078124999999,"[0.06835078124999999, 0.06835078124999999]",-0.22671664216091492,"[-0.22671664216091492, -0.22671664216091492]",inf,0,1,0,1,1.0,0.02618875,-0.04922390625,0.07541265625,"[0.07541265625, 0.07541265625]",1.5320331520824804,"[1.5320331520824804, 1.5320331520824804]",inf,0,1,0,1,1.0,0.0067590625,0.0308009375,-0.024041875,"[-0.024041875, -0.024041875]",0.7805565983178272,"[0.7805565983178272, 0.7805565983178272]",inf,1,0,0,1,1.0
DAB_Block_6.DAB_Module_6_0.conv3x1.bn_prelu.acti,decoder_6,0.2845490625,0.27271515625,0.011833906250000026,"[0.011833906250000026, 0.011833906250000026]",-0.04339291740409102,"[-0.04339291740409102, -0.04339291740409102]",inf,0,1,0,1,1.0,0.31634828125,0.29744734375,0.018900937499999992,"[0.018900937499999992, 0.018900937499999992]",-0.06354381001259149,"[-0.06354381001259149, -0.06354381001259149]",inf,0,1,0,1,1.0,-0.02973953125,-0.06223453125,0.032495,"[0.032495, 0.032495]",0.5221377802214908,"[0.5221377802214908, 0.5221377802214908]",inf,0,1,0,1,1.0,0.0406109375,0.0449775,-0.004366562499999997,"[-0.004366562499999997, -0.004366562499999997]",0.09708326385414924,"[0.09708326385414924, 0.09708326385414924]",inf,1,0,0,1,1.0
DAB_Block_6.DAB_Module_6_0.dconv1x3.bn_prelu.acti,decoder_6,0.37847359375,0.28300046875,0.09547312499999999,"[0.09547312499999999, 0.09547312499999999]",-0.33736030693412056,"[-0.33736030693412056, -0.33736030693412056]",inf,0,1,0,1,1.0,0.77676921875,0.58581578125,0.19095343750000005,"[0.19095343750000005, 0.19095343750000005]",-0.3259615797521673,"[-0.3259615797521673, -0.3259615797521673]",inf,0,1,0,1,1.0,0.49541828125,0.13963640625,0.35578187499999997,"[0.35578187499999997, 0.35578187499999997]",-2.547916296005362,"[-2.547916296005362, -2.547916296005362]",inf,0,1,0,1,1.0,-0.08622234375,0.00968140625,-0.09590375,"[-0.09590375, -0.09590375]",9.905973112118913,"[9.905973112118913, 9.905973112118913]",inf,1,0,0,1,1.0
DAB_Block_6.DAB_Module_6_0.dconv3x1.bn_prelu.acti,decoder_6,0.1674359375,0.1589759375,0.008459999999999995,"[0.008459999999999995, 0.008459999999999995]",-0.05321560063138483,"[-0.05321560063138483, -0.05321560063138483]",inf,0,1,0,1,1.0,0.2287803125,0.21926515625,0.00951515624999999,"[0.00951515624999999, 0.00951515624999999]",-0.043395660362702926,"[-0.043395660362702926, -0.043395660362702926]",inf,0,1,0,1,1.0,0.011693125,-0.01685828125,0.02855140625,"[0.02855140625, 0.02855140625]",1.6936131166989519,"[1.6936131166989519, 1.6936131166989519]",inf,0,1,0,1,1.0,-0.01810453125,-0.00300734375,-0.0150971875,"[-0.0150971875, -0.0150971875]",-5.020107029666961,"[-5.020107029666961, -5.020107029666961]",inf,1,0,0,1,1.0
DAB_Block_6.DAB_Module_6_0.ddconv1x3.bn_prelu.acti,decoder_6,0.09709203125,0.1395078125,-0.04241578124999999,"[-0.04241578124999999, -0.04241578124999999]",0.3040387523100184,"[0.3040387523100184, 0.3040387523100184]",inf,1,0,0,1,1.0,0.19105890625,0.21577640625,-0.024717500000000003,"[-0.024717500000000003, -0.024717500000000003]",0.11455144901876872,"[0.11455144901876872, 0.11455144901876872]",inf,1,0,0,1,1.0,-0.00644171875,-0.01373578125,0.0072940625,"[0.0072940625, 0.0072940625]",0.5310264023023809,"[0.5310264023023809, 0.5310264023023809]",inf,0,1,0,1,1.0,0.025061875,-0.024735625,0.0497975,"[0.0497975, 0.0497975]",2.0131894787376505,"[2.0131894787376505, 2.0131894787376505]",inf,0,1,0,1,1.0
DAB_Block_6.DAB_Module_6_0.ddconv3x1.bn_prelu.acti,decoder_6,0.0784246875,0.11293640625,-0.03451171874999999,"[-0.03451171874999999, -0.03451171874999999]",0.3055854165715495,"[0.3055854165715495, 0.3055854165715495]",inf,1,0,0,1,1.0,0.1145784375,0.13576453125,-0.021186093749999982,"[-0.021186093749999982, -0.021186093749999982]",0.15605028467256601,"[0.15605028467256601, 0.15605028467256601]",inf,1,0,0,1,1.0,-0.0032296875,0.00333984375,-0.00656953125,"[-0.00656953125, -0.00656953125]",1.967017543859649,"[1.967017543859649, 1.967017543859649]",inf,1,0,0,1,1.0,0.02047390625,-0.02216078125,0.042634687500000004,"[0.042634687500000004, 0.042634687500000004]",1.9238801655514741,"[1.9238801655514741, 1.9238801655514741]",inf,0,1,0,1,1.0
LC1.bn_prelu.acti,decoder_6,0.31095546875,0.242371171875,0.068584296875,"[0.068584296875, 0.068584296875]",-0.2829721717497472,"[-0.2829721717497472, -0.2829721717497472]",inf,0,1,0,1,1.0,0.363160546875,0.255046015625,0.10811453124999998,"[0.10811453124999998, 0.10811453124999998]",-0.42390205934039465,"[-0.42390205934039465, -0.42390205934039465]",inf,0,1,0,1,1.0,0.152203203125,-0.024159453125,0.17636265625,"[0.17636265625, 0.17636265625]",7.299944056577233,"[7.299944056577233, 7.299944056577233]",inf,0,1,0,1,1.0,-0.051634453125,0.020855,-0.07248945312499999,"[-0.07248945312499999, -0.07248945312499999]",3.475878836010549,"[3.475878836010549, 3.475878836010549]",inf,1,0,0,1,1.0
LC2.bn_prelu.acti,decoder_5,0.2699040625,0.2420590625,0.02784499999999998,"[0.02784499999999998, 0.02784499999999998]",-0.11503390830492033,"[-0.11503390830492033, -0.11503390830492033]",inf,0,1,0,1,1.0,0.2913578125,0.2516334375,0.03972437499999998,"[0.03972437499999998, 0.03972437499999998]",-0.15786604274322635,"[-0.15786604274322635, -0.15786604274322635]",inf,0,1,0,1,1.0,0.0200184375,-0.0205790625,0.040597499999999995,"[0.040597499999999995, 0.040597499999999995]",1.9727575053528312,"[1.9727575053528312, 1.9727575053528312]",inf,0,1,0,1,1.0,0.01074,0.0272284375,-0.0164884375,"[-0.0164884375, -0.0164884375]",0.6055594449736604,"[0.6055594449736604, 0.6055594449736604]",inf,1,0,0,1,1.0
LC3.bn_prelu.acti,decoder_4,0.274040625,0.214831875,0.05920874999999998,"[0.05920874999999998, 0.05920874999999998]",-0.2756050516246715,"[-0.2756050516246715, -0.2756050516246715]",inf,0,1,0,1,1.0,0.32284875,0.227583125,0.09526562500000002,"[0.09526562500000002, 0.09526562500000002]",-0.418597051077491,"[-0.418597051077491, -0.418597051077491]",inf,0,1,0,1,1.0,0.076835,-0.018388125,0.095223125,"[0.095223125, 0.095223125]",5.1785119472485635,"[5.1785119472485635, 5.1785119472485635]",inf,0,1,0,1,1.0,-0.0171975,0.020806875,-0.038004375,"[-0.038004375, -0.038004375]",1.8265296927097414,"[1.8265296927097414, 1.8265296927097414]",inf,1,0,0,1,1.0
downsample_1.conv3x3.bn_prelu.acti,encoder_1,0.086369609375,0.069180703125,0.017188906249999997,"[0.017188906249999997, 0.017188906249999997]",-0.24846388477639508,"[-0.24846388477639508, -0.24846388477639508]",inf,0,1,0,1,1.0,0.092601640625,0.0727325,0.01986914062499999,"[0.01986914062499999, 0.01986914062499999]",-0.2731810487058741,"[-0.2731810487058741, -0.2731810487058741]",inf,0,1,0,1,1.0,0.0215028125,-0.015610703125,0.037113515624999996,"[0.037113515624999996, 0.037113515624999996]",2.377440357927503,"[2.377440357927503, 2.377440357927503]",inf,0,1,0,1,1.0,-0.011011796875,0.01741015625,-0.028421953125,"[-0.028421953125, -0.028421953125]",1.6324927080996186,"[1.6324927080996186, 1.6324927080996186]",inf,1,0,0,1,1.0
downsample_2.conv3x3.bn_prelu.acti,encoder_2,0.1059840625,0.095708515625,0.010275546875,"[0.010275546875, 0.010275546875]",-0.10736293221034895,"[-0.10736293221034895, -0.10736293221034895]",inf,0,1,0,1,1.0,0.115569140625,0.101066640625,0.014502500000000002,"[0.014502500000000002, 0.014502500000000002]",-0.14349443011379406,"[-0.14349443011379406, -0.14349443011379406]",inf,0,1,0,1,1.0,0.016888828125,-0.011166953125,0.02805578125,"[0.02805578125, 0.02805578125]",2.5123935719932557,"[2.5123935719932557, 2.5123935719932557]",inf,0,1,0,1,1.0,-0.001136484375,0.013822265625,-0.01495875,"[-0.01495875, -0.01495875]",1.082221280203476,"[1.082221280203476, 1.082221280203476]",inf,1,0,0,1,1.0
downsample_3.conv3x3.bn_prelu.acti,encoder_3,0.217239375,0.179319375,0.03792000000000001,"[0.03792000000000001, 0.03792000000000001]",-0.21146627351338923,"[-0.21146627351338923, -0.21146627351338923]",inf,0,1,0,1,1.0,0.239345625,0.19139125,0.047954374999999994,"[0.047954374999999994, 0.047954374999999994]",-0.2505567783271178,"[-0.2505567783271178, -0.2505567783271178]",inf,0,1,0,1,1.0,0.048453125,-0.0036775,0.052130625,"[0.052130625, 0.052130625]",14.17556084296397,"[14.17556084296397, 14.17556084296397]",inf,0,1,0,1,1.0,-0.01424,0.012104375,-0.026344375,"[-0.026344375, -0.026344375]",2.176434140548355,"[2.176434140548355, 2.176434140548355]",inf,1,0,0,1,1.0
init_conv.0.bn_prelu.acti,stem,0.1350389697265625,0.102001025390625,0.033037944335937514,"[0.033037944335937514, 0.033037944335937514]",-0.3238981589588418,"[-0.3238981589588418, -0.3238981589588418]",inf,0,1,0,1,1.0,0.14545087890625,0.1029190234375,0.04253185546874999,"[0.04253185546874999, 0.04253185546874999]",-0.41325552894094897,"[-0.41325552894094897, -0.41325552894094897]",inf,0,1,0,1,1.0,0.075723125,-0.000829375,0.0765525,"[0.0765525, 0.0765525]",92.301431801055,"[92.301431801055, 92.301431801055]",inf,0,1,0,1,1.0,-0.016529658203125,0.0010401171875,-0.017569775390625,"[-0.017569775390625, -0.017569775390625]",16.892111390693657,"[16.892111390693657, 16.892111390693657]",inf,1,0,0,1,1.0
init_conv.1.bn_prelu.acti,stem,0.15577499755859375,0.1217304296875,0.03404456787109375,"[0.03404456787109375, 0.03404456787109375]",-0.2796717957744106,"[-0.2796717957744106, -0.2796717957744106]",inf,0,1,0,1,1.0,0.1653069384765625,0.12402155029296875,0.041285388183593744,"[0.041285388183593744, 0.041285388183593744]",-0.33288882525712443,"[-0.33288882525712443, -0.33288882525712443]",inf,0,1,0,1,1.0,0.0743474853515625,0.00710573974609375,0.06724174560546875,"[0.06724174560546875, 0.06724174560546875]",-9.46301834969873,"[-9.46301834969873, -9.46301834969873]",inf,0,1,0,1,1.0,-0.0332241650390625,-0.0004747802734375,-0.032749384765625,"[-0.032749384765625, -0.032749384765625]",-68.97798117961639,"[-68.97798117961639, -68.97798117961639]",inf,1,0,0,1,1.0
init_conv.2.bn_prelu.acti,stem,0.1455915234375,0.12205701171875,0.023534511718750012,"[0.023534511718750012, 0.023534511718750012]",-0.19281572920185394,"[-0.19281572920185394, -0.19281572920185394]",inf,0,1,0,1,1.0,0.155636826171875,0.127626064453125,0.02801076171875,"[0.02801076171875, 0.02801076171875]",-0.21947524464360416,"[-0.21947524464360416, -0.21947524464360416]",inf,0,1,0,1,1.0,0.044959482421875,-0.010552177734375,0.05551166015625,"[0.05551166015625, 0.05551166015625]",5.260682823358256,"[5.260682823358256, 5.260682823358256]",inf,0,1,0,1,1.0,-0.0180883984375,0.0158539453125,-0.03394234375,"[-0.03394234375, -0.03394234375]",2.140939878431286,"[2.140939878431286, 2.140939878431286]",inf,1,0,0,1,1.0
upsample_1.relu,decoder_4,0.234919375,0.24219375,-0.007274375,"[-0.007274375, -0.007274375]",0.030035353926350285,"[0.030035353926350285, 0.030035353926350285]",inf,1,0,0,1,1.0,0.2527846875,0.273516875,-0.0207321875,"[-0.0207321875, -0.0207321875]",0.07579856818706342,"[0.07579856818706342, 0.07579856818706342]",inf,1,0,0,1,1.0,-0.0177365625,0.0336025,-0.051339062500000004,"[-0.051339062500000004, -0.051339062500000004]",1.5278346105200507,"[1.5278346105200507, 1.5278346105200507]",inf,1,0,0,1,1.0,-0.0028121875,-0.0156175,0.012805312499999999,"[0.012805312499999999, 0.012805312499999999]",0.819933568112694,"[0.819933568112694, 0.819933568112694]",inf,0,1,0,1,1.0
upsample_2.relu,decoder_5,0.286984765625,0.257097421875,0.029887343750000017,"[0.029887343750000017, 0.029887343750000017]",-0.11624909939599143,"[-0.11624909939599143, -0.11624909939599143]",inf,0,1,0,1,1.0,0.313685625,0.304072734375,0.009612890625000037,"[0.009612890625000037, 0.009612890625000037]",-0.03161378689463445,"[-0.03161378689463445, -0.03161378689463445]",inf,0,1,0,1,1.0,0.0231775,-0.021564140625,0.044741640624999995,"[0.044741640624999995, 0.044741640624999995]",2.0748167711876992,"[2.0748167711876992, 2.0748167711876992]",inf,0,1,0,1,1.0,-0.05369234375,0.010961015625,-0.064653359375,"[-0.064653359375, -0.064653359375]",5.898482548235578,"[5.898482548235578, 5.898482548235578]",inf,1,0,0,1,1.0
upsample_3.relu,decoder_6,0.311694140625,0.29901291015625,0.012681230468750027,"[0.012681230468750027, 0.012681230468750027]",-0.042410310852877275,"[-0.042410310852877275, -0.042410310852877275]",inf,0,1,0,1,1.0,0.38091080078125,0.34648447265625,0.034426328125000016,"[0.034426328125000016, 0.034426328125000016]",-0.09935893479173206,"[-0.09935893479173206, -0.09935893479173206]",inf,0,1,0,1,1.0,-0.29137572265625,-0.00175384765625,-0.28962187500000003,"[-0.28962187500000003, -0.28962187500000003]",-165.1351381449269,"[-165.1351381449269, -165.1351381449269]",inf,1,0,0,1,1.0,0.188343984375,0.0095103125,0.178833671875,"[0.178833671875, 0.178833671875]",-18.804184602240987,"[-18.804184602240987, -18.804184602240987]",inf,0,1,0,1,1.0
