source_id,qad_qif_disagreement,ste_qif_disagreement,qif_repair,qad_feature_normalized_mse,ste_feature_normalized_mse,feature_repair,fp_miou,qad_miou,ste_miou,qad_minus_ste_miou
000061,0.1316176510228866,0.11484227426382213,-0.016775376759064486,0.6417221935469686,0.893071576019261,0.25134938247229244,0.7571155407831357,0.6355715114387611,0.6206316373911579,0.014939874047603219
