variant,checkpoint_kind,precision,layer,op_type,calls,classifications,input_elems,input_sum,input_nonzero,mean_spikes_per_input,nonzero_ratio,dense_macs_total,dense_macs_charged,sop_total,ac_charged,core_energy_pj,mem_energy_pj,neuron_energy_pj,total_energy_pj
max,qat,int4,DAB_Block_5.DAB_Module_5_0.ddconv1x3.conv,conv2d,1,"{""dense"": 1}",40000,133.0,129,0.003325,0.003225,120000.0,120000.0,0.0,0.0,120000.0,0.0,0.0,120000.0
max,qat,int4,DAB_Block_5.DAB_Module_5_0.conv1x1.conv,conv2d,1,"{""dense"": 1}",40000,419.0,406,0.010475,0.01015,1280000.0,1280000.0,0.0,0.0,1280000.0,0.0,0.0,1280000.0
max,qat,int4,upsample_2.conv,conv_transpose2d,1,"{""dense"": 1}",80000,15768.0,11684,0.1971,0.14605,23040000.0,23040000.0,0.0,0.0,23040000.0,0.0,0.0,23040000.0
max,qat,int4,DAB_Block_6.DAB_Module_6_0.conv1x1_in.conv,conv2d,1,"{""dense"": 1}",320000,65537.0,64723,0.204803125,0.202259375,5120000.0,5120000.0,0.0,0.0,5120000.0,0.0,0.0,5120000.0
max,qat,int4,DAB_Block_6.DAB_Module_6_0.conv3x1.conv,conv2d,1,"{""dense"": 1}",160000,37012.0,33807,0.231325,0.21129375,7680000.0,7680000.0,0.0,0.0,7680000.0,0.0,0.0,7680000.0
max,qat,int4,DAB_Block_6.DAB_Module_6_0.conv1x3.conv,conv2d,1,"{""dense"": 1}",160000,44401.0,40163,0.27750625,0.25101875,7680000.0,7680000.0,0.0,0.0,7680000.0,0.0,0.0,7680000.0
max,qat,int4,DAB_Block_6.DAB_Module_6_0.dconv3x1.conv,conv2d,1,"{""dense"": 1}",160000,36823.0,33605,0.23014375,0.21003125,480000.0,480000.0,0.0,0.0,480000.0,0.0,0.0,480000.0
max,qat,int4,DAB_Block_6.DAB_Module_6_0.dconv1x3.conv,conv2d,1,"{""dense"": 1}",160000,47180.0,26047,0.294875,0.16279375,480000.0,480000.0,0.0,0.0,480000.0,0.0,0.0,480000.0
max,qat,int4,DAB_Block_6.DAB_Module_6_0.ddconv3x1.conv,conv2d,1,"{""dense"": 1}",160000,36823.0,33605,0.23014375,0.21003125,480000.0,480000.0,0.0,0.0,480000.0,0.0,0.0,480000.0
max,qat,int4,DAB_Block_6.DAB_Module_6_0.ddconv1x3.conv,conv2d,1,"{""dense"": 1}",160000,7918.0,4135,0.0494875,0.02584375,480000.0,480000.0,0.0,0.0,480000.0,0.0,0.0,480000.0
max,qat,int4,DAB_Block_6.DAB_Module_6_0.conv1x1.conv,conv2d,1,"{""dense"": 1}",160000,162939.0,49635,1.01836875,0.31021875,5120000.0,5120000.0,0.0,0.0,5120000.0,0.0,0.0,5120000.0
max,qat,int4,upsample_3.conv,conv_transpose2d,1,"{""dense"": 1}",320000,346053.0,167882,1.081415625,0.52463125,92160000.0,92160000.0,0.0,0.0,92160000.0,0.0,0.0,92160000.0
max,qat,int4,PA3.conv,conv2d,0,{},0,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max,qat,int4,LC1.dconv3x1,conv2d,1,"{""dense"": 1}",1280000,280897.0,224912,0.21945078125,0.1757125,245760000.0,245760000.0,0.0,0.0,245760000.0,0.0,0.0,245760000.0
max,qat,int4,LC1.dconv1x3,conv2d,1,"{""dense"": 1}",640000,116306.3046875,640000,0.18172860107421876,1.0,61440000.0,61440000.0,0.0,0.0,61440000.0,0.0,0.0,61440000.0
max,qat,int4,LC2.dconv3x1,conv2d,1,"{""dense"": 1}",320000,26726.0,25185,0.08351875,0.078703125,61440000.0,61440000.0,0.0,0.0,61440000.0,0.0,0.0,61440000.0
max,qat,int4,LC2.dconv1x3,conv2d,1,"{""dense"": 1}",160000,10865.45703125,160000,0.0679091064453125,1.0,15360000.0,15360000.0,0.0,0.0,15360000.0,0.0,0.0,15360000.0
max,qat,int4,LC3.dconv3x1,conv2d,1,"{""dense"": 1}",40000,2143.0,2110,0.053575,0.05275,3840000.0,3840000.0,0.0,0.0,3840000.0,0.0,0.0,3840000.0
max,qat,int4,LC3.dconv1x3,conv2d,1,"{""dense"": 1}",20000,2290.73095703125,20000,0.1145365478515625,1.0,3840000.0,3840000.0,0.0,0.0,3840000.0,0.0,0.0,3840000.0
max,qat,int4,final_conv,conv2d,1,"{""dense"": 1}",1280000,156548.0,155732,0.122303125,0.121665625,368640000.0,368640000.0,0.0,0.0,368640000.0,0.0,0.0,368640000.0
max,qat,int4,classifier.0.conv,conv2d,1,"{""dense"": 1}",5120000,3261439.25,5120000,0.636999853515625,1.0,30720000.0,30720000.0,0.0,0.0,30720000.0,0.0,0.0,30720000.0
