epoch,train_loss,task_loss,kd_loss,lr,train_batches,train_seconds,val_miou,val_batches,val_seconds,weight_zero_fraction,elapsed_seconds
1,2.2050066710707554,1.494606751158945,7.1039990237228885,0.0009940129676867249,401,263.64070846140385,0.16642501950263977,424,40.58975702151656,0.7785091521561439,304.24664288572967
2,1.9992925713484424,1.3396085670166777,6.596839922621958,0.0009880069432915259,401,259.2839242722839,0.1674838662147522,424,39.592086585238576,0.7726489547469844,603.2301606740803
3,1.9286736336134913,1.3053395575716014,6.233340643885129,0.0009819968594364196,401,259.44768669083714,0.18644686043262482,424,39.779305186122656,0.7686154732122954,902.5646910965443
4,1.9033413923292088,1.2860055689205254,6.173358168090668,0.0009759826857342084,401,259.4275264441967,0.1873220056295395,424,39.53136161155999,0.7686394682089516,1201.6392866689712
5,1.898947025177782,1.2761330405375606,6.22813968230364,0.0009699643913604667,401,259.84396656416357,0.18239159882068634,424,39.65081017278135,0.772612575235925,1501.2443182934076
6,1.878456349384755,1.2599867222612338,6.184696157079682,0.0009639419450441902,401,259.3356861770153,0.1531360000371933,424,39.67495706304908,0.774774447031432,1800.3217354677618
7,1.86743163854404,1.2499519351711892,6.174796907087217,0.0009579153150581766,401,259.4541436396539,0.1843193918466568,424,39.69343436509371,0.7757628860872365,2099.535318724811
8,1.866703798051487,1.245052769594359,6.216510229277195,0.0009518844692091346,401,259.5302712637931,0.1608802080154419,424,39.64613100513816,0.7782916491219379,2398.7768212575465
9,1.8657596560190444,1.242627362955241,6.231322786754504,0.0009458493748275042,401,259.81228531710804,0.15303681790828705,424,39.68374293856323,0.7802275035295866,2698.3438036385924
10,1.8716142641338624,1.245770489188501,6.258437627568804,0.0009398099987569807,401,259.62858140841126,0.15581315755844116,424,39.632212836295366,0.782538763530082,2997.6762916538864
11,1.8659221317405414,1.2397634010957066,6.261587159592017,0.0009337663073437344,401,259.6812082603574,0.17813925445079803,424,39.78345335833728,0.7838801612463775,3297.2134825624526
12,1.8589925343853577,1.2343156941216487,6.2467682522134,0.0009277182664253095,401,259.61304151266813,0.17146915197372437,424,39.749116364866495,0.7848647301414311,3596.6447012983263
13,1.843903486270857,1.2241446995675713,6.197587755255569,0.0009216658413191943,401,259.68322314321995,0.14521600306034088,424,39.68898752517998,0.7855799358482154,3896.087920166552
14,1.836617512595921,1.2239887699521985,6.126287323578337,0.0009156089968110495,401,259.69733037799597,0.18602514266967773,424,39.671960324048996,0.7858322703291803,4195.526266660541
15,1.83015863021413,1.218027862527424,6.121307528821608,0.0009095476971425803,401,260.28337644040585,0.1611025184392929,424,39.76987772062421,0.7867138929482576,4495.6499245446175
16,1.83548067097652,1.2202609920144973,6.152196695085178,0.0009034819059990411,401,260.5348925907165,0.1664121299982071,424,39.79308616928756,0.7877921197334853,4796.048765676096
17,1.8381349680726962,1.2200792367916156,6.180557168927276,0.0008974115864963575,401,260.466694355011,0.1628362387418747,424,39.812315531075,0.788656713645258,5096.398837009445
18,1.8489267368269087,1.226918387294113,6.220083359173706,0.0008913367011678507,401,260.37395061925054,0.14102165400981903,424,39.74022767134011,0.7898487231565651,5396.582922190428
19,1.8477517990697352,1.2223638208429712,6.253879645816109,0.0008852572119505499,401,260.5089675374329,0.1294011026620865,424,39.749131336808205,0.7906691972357763,5696.9091153256595
20,1.8524169642431778,1.2247632471403278,6.276537047360009,0.0008791730801710756,401,259.9421957042068,0.15594638884067535,424,39.669578816741705,0.790469496941025,5996.59095335938
21,1.8429536673790796,1.214238330313095,6.287153227370873,0.0008730842665310786,401,259.8885021209717,0.08006343245506287,424,39.65657805651426,0.7913844029425606,6296.203051101416
22,1.8448519201350033,1.2138210823411062,6.310308280431125,0.0008669907310922142,401,260.2294245325029,0.10914687067270279,424,39.82473764382303,0.7921499207391078,6596.324438897893
23,1.8423674683321147,1.2107706408845516,6.315968192426344,0.0008608924332606365,401,260.22202905267477,0.15831531584262848,424,40.094779973849654,0.7933643771827706,6896.7117661666125
24,1.8417848012691127,1.2090928477242107,6.326919408213171,0.0008547893317709919,401,260.057706348598,0.11375725269317627,424,39.74790398031473,0.7941507938473732,7196.585065750405
25,1.8353851165557442,1.2054909866052375,6.298941201997219,0.0008486813846698896,401,259.9911708701402,0.1565730720758438,424,39.68838960677385,0.79487606197211,7496.3341628890485
26,1.8281894265267618,1.198768924002041,6.294204915253599,0.0008425685492988323,401,259.87753163836896,0.12634678184986115,424,39.69215626269579,0.7959140390855275,7795.973569914699
27,1.8336281155112972,1.2029058677597235,6.307222355630927,0.0008364507822765806,401,259.87642770446837,0.09079599380493164,424,39.736521074548364,0.796591317216952,8095.654783125967
28,1.8386927263397825,1.2031100474093621,6.355826584775549,0.00083032803948093,401,259.83001779206097,0.1539703756570816,424,39.71707216836512,0.7971656490723998,8395.26853220351
29,1.8307233659406552,1.19682939183385,6.338939657235086,0.000824200276029874,401,259.9734692424536,0.15861080586910248,424,39.658442080020905,0.7976827025487331,8694.969272768125
30,1.835222338500463,1.2006844958462324,6.345378318035097,0.000818067446262131,401,260.17983399890363,0.13796527683734894,424,39.84194266423583,0.7985163351744978,8995.061097726226
31,1.8283888806131414,1.1949474160510702,6.334414514222942,0.0008119295037170033,401,260.49949177727103,0.16770242154598236,424,39.69431167282164,0.799017908007827,9295.325615663081
32,1.833028982702336,1.1965548314358527,6.364741415751546,0.0008057864011135426,401,260.5221948623657,0.17707844078540802,424,39.690661719068885,0.799472264879994,9595.609148986638
