epoch,train_loss,miou,pixel_accuracy,iou_class_0,iou_class_1,iou_class_2,iou_class_3,iou_class_4,iou_class_5,lr,train_samples,optimizer_steps,validation_samples,train_seconds,validation_seconds,peak_memory_bytes
19,1.562152082521164,0.13317762387480045,0.35378242141424865,0.17974518430188852,3.3818075344826365e-08,0.0,0.6193205251288387,0.0,0.0,0.00016222963481131347,25700,402,8478,2045.158057633089,207.14867468108423,60281199104
20,1.5623494199648906,0.16875014092995866,0.42089446582330736,0.1532097552504089,1.4493463242753455e-08,0.0,0.590310264422816,0.0,0.2689808114130638,0.00015050000000000043,25700,402,8478,2046.667341407854,207.34055737499148,60281199104
21,1.543325173715673,0.12947666762466478,0.350709980980184,0.17698429800311408,2.8986921023935544e-08,0.0,0.5998715185431182,0.0,4.160214835532639e-06,0.00013877036518868764,25700,402,8478,2045.4630291350186,207.39243667991832,60281199104
22,1.5628131904305187,0.12741273978640866,0.34809527969450343,0.1753856215898749,0.0,0.0,0.5882992797814949,0.0,0.000791537347082142,0.00012711304747648562,25700,402,8478,2047.5319543560036,207.41507162014022,60281199104
23,1.575123508635198,0.13362181780072235,0.35208114015687664,0.17640679901586567,2.6909289971957912e-06,0.0,0.6097945877406221,0.0,0.015526829118849159,0.00011559991810354278,25700,402,8478,2044.9050176888704,207.14818688412197,60281199104
24,1.5831770984857463,0.13507654426016288,0.3535209387532437,0.16778942114892786,2.7245327932278782e-05,0.0,0.5904895387652573,0.0,0.05215306031885983,0.00010430195934094592,25700,402,8478,2047.0115381949581,206.34556691301987,60281199104
25,1.6169574248466045,0.1502463619813001,0.3625496918494928,0.16354909469180473,0.00012464847931173293,0.0,0.6119984444145882,0.0,0.1258059843020959,9.328882686141952e-05,25700,402,8478,2047.7139964299276,207.8953299820423,60281199104
26,1.6051761293596796,0.15059872878878497,0.3490493446272706,0.15858674519249713,0.0017172020790918805,0.0,0.6171673635004795,0.0,0.1261210619606413,8.262842028893821e-05,25700,402,8478,2045.4151207220275,206.85772768198512,60281199104
27,1.5920773316357386,0.14819873709633197,0.3556445889360698,0.13399775820836043,0.05206893795777741,0.0,0.5794311575546016,0.0,0.12369456885725236,7.238646457496595e-05,25700,402,8478,2054.1289587318897,207.5096358198207,60281199104
28,1.600716534941113,0.1551691383316743,0.3617926545175749,0.14099572485310835,0.07390643845201243,0.0,0.5928678837997327,0.0,0.1232447828851925,6.262610478227549e-05,25700,402,8478,2053.0447719939984,207.6333858370781,60281199104
29,1.5970673437897798,0.15258914344499663,0.3552726306322246,0.12586803589723444,0.10603192809483486,0.0,0.5692151807553437,0.0,0.11441971592256671,5.3407516774637845e-05,25700,402,8478,2052.223782057874,207.7491829690989,60281199104
30,1.6040691727701328,0.13215631312399034,0.35675334542344894,0.13978277354612673,5.329131682892173e-05,0.0,0.532106064221017,0.0,0.12099574965996944,4.47875362126114e-05,25700,402,8478,2047.8757600679528,207.68724737409502,60281199104
31,1.5913549033398757,0.13556083909313643,0.3597558305319651,0.1265425305291555,0.0004091555353457834,0.0,0.5291015504336304,0.0,0.15731179806068693,3.681930814279558e-05,25700,402,8478,2050.94176144409,207.5523446991574,60281199104
32,1.6019979653191474,0.14661305077854883,0.3668009060214673,0.1371734691256394,0.0002264167129743201,0.0,0.5818705283796842,0.0,0.16040789045299503,2.9551959340945397e-05,25700,402,8478,2052.2937086198945,207.67142068594694,60281199104
33,1.6235096779129385,0.11813945766293577,0.3413500331740977,0.16314771147736587,0.00023735380491334262,0.0,0.5454516806953353,0.0,0.0,2.303029542906322e-05,25700,402,8478,2036.5796209189575,205.67435597395524,60281199104
34,1.5903048596400695,0.12948435166492853,0.3478237430702996,0.1779685644353208,0.0002935567759219182,0.0,0.5986439887783285,0.0,0.0,1.7294524633839014e-05,25700,402,8478,2038.5145220099948,205.1079249579925,60281199104
35,1.582707316736303,0.1258915620268676,0.34384349787685775,0.17357632401002698,0.0011691795636933388,0.0,0.5806038685874853,0.0,0.0,1.2380009889562578e-05,25700,402,8478,2034.490622823825,205.9532078311313,60281199104
36,1.5755262555964726,0.12219708367011456,0.3462794807147912,0.16755974074657132,0.0004302740505900632,0.0,0.565192487223526,0.0,0.0,8.31705081387452e-06,25700,402,8478,2034.3904688458424,204.50759733095765,60281199104
37,1.5680305603413267,0.12952291293523788,0.3515602965027129,0.17594128738596532,0.0005728187870548709,0.0,0.600623371438407,0.0,0.0,5.130696900547361e-06,25700,402,8478,2022.5841027239803,204.34511435800232,60281199104
38,1.5663501004393463,0.1278276275734811,0.34837779547062986,0.17364877771603568,0.00039033205527792966,0.0,0.5929266556695729,0.0,0.0,2.840593081026973e-06,25700,402,8478,2022.6256692002062,204.38618730497546,60281199104
39,1.5668321921018311,0.1360367257365146,0.354764452111347,0.1841126476390504,0.0006681562913027256,0.0,0.6314395504887345,0.0,0.0,1.4608586068973842e-06,25700,402,8478,2023.9481840040535,204.67710427101701,60281199104
40,1.566412277017586,0.13052818664905838,0.34950661122906346,0.17730856047105292,0.003738284979718434,0.0,0.602122274443579,0.0,0.0,1e-06,25700,402,8478,2025.1370575940236,204.70429180189967,60281199104
