epoch,train_loss,miou,iou_background,iou_facade,iou_road,iou_vegetation,iou_vehicle,iou_roof,model_lr,quantizer_lr,train_batches,validation_batches,train_seconds,validation_seconds
1,0.9994641108405857,0.3750884303482933,0.284459598811547,0.2678008420111081,0.3846798698321304,0.7633452570748264,0.006317457196671649,0.5439275571634766,0.0009940129676867249,0.0009940129676867249,401,424,256.3907848596573,35.72511390969157
2,0.8893610008636912,0.41070056240447594,0.29320704338981585,0.311438686328842,0.4223268151151214,0.7902736489071758,0.04388650994847746,0.6030706707374232,0.0009880069432915259,0.0009880069432915259,401,424,250.21835880167782,34.360653998330235
3,0.8531722133593667,0.4166939654969326,0.2967519308313842,0.2804004502279342,0.4431615232663319,0.7940999239755642,0.0855680400520437,0.6001819246283376,0.0009819968594364196,0.0009819968594364196,401,424,249.9651305489242,34.10648309998214
4,0.839073682515104,0.4123961957195235,0.28777138827204407,0.3139075295446042,0.40689757020292794,0.7641553360296967,0.12757302649979504,0.5740723237680733,0.0009759826857342084,0.0009759826857342084,401,424,249.84605813771486,34.243924057111144
5,0.8137529863978264,0.43503299590493,0.31209760047102325,0.34529375416768193,0.40958646732959725,0.7879579551109821,0.1458061852126421,0.6094560131376534,0.0009699643913604667,0.0009699643913604667,401,424,250.13627130910754,34.34014003165066
6,0.7967995773824373,0.42821119358409687,0.28404657272359535,0.31660988712781496,0.43212723491286065,0.7707316667241811,0.1602219154893671,0.6055298845267617,0.0009639419450441902,0.0009639419450441902,401,424,249.69659167714417,34.481092447414994
7,0.7835264185123015,0.4417971237423739,0.31849971630880874,0.25581186364488157,0.43681118533307817,0.7979533163007344,0.2138139698834628,0.6278926909832782,0.0009579153150581766,0.0009579153150581766,401,424,250.52049110084772,34.445771215483546
8,0.7596584652130146,0.4548861083493114,0.3179423504965036,0.3637182698129724,0.43152334315069385,0.8067370579539578,0.1947887907364969,0.6146068379452441,0.0009518844692091346,0.0009518844692091346,401,424,250.09676931984723,34.40956510975957
9,0.75238211776253,0.45383199383854533,0.3383049505308917,0.3779214907573877,0.3857841437624103,0.8267519311772614,0.19050163322564365,0.6037278135776769,0.0009458493748275042,0.0009458493748275042,401,424,251.13505214825273,34.3559424392879
10,0.7383997044955704,0.46322097030891524,0.3207341945310576,0.3845304652554168,0.4091984215100707,0.8004639310853213,0.2455261552033975,0.6188726542682275,0.0009398099987569807,0.0009398099987569807,401,424,250.36247958615422,34.66770190000534
11,0.7178668894078072,0.460712148937562,0.32319132697612984,0.37958620548685484,0.4116678111278108,0.8081000797939443,0.21367211001476114,0.6280553602258712,0.0009337663073437344,0.0009337663073437344,401,424,251.55630153603852,34.519585859030485
12,0.7050720508259134,0.4664936506678183,0.3462167127354355,0.3911581236690424,0.42365028029998897,0.8185192955565324,0.1699138229340477,0.6495036688118629,0.0009277182664253095,0.0009277182664253095,401,424,250.7701352518052,34.30534856393933
13,0.6989386176825164,0.4929615040391959,0.3627823654321068,0.42822482182566485,0.45583478457719967,0.8313927664367364,0.2294150557494179,0.6501192302140497,0.0009216658413191943,0.0009216658413191943,401,424,250.58387213759124,34.18571347557008
14,0.6846129787978983,0.49411476381909764,0.35878202209220017,0.4012034066878924,0.4699208151726751,0.8257607024493179,0.24154182063020452,0.6674798158822954,0.0009156089968110495,0.0009156089968110495,401,424,250.185897231102,34.19984957575798
15,0.6727875519423117,0.48513578945950764,0.3620280095016533,0.4242181479539857,0.44418660200684146,0.8292850496524745,0.2028349861841111,0.6482619414579793,0.0009095476971425803,0.0009095476971425803,401,424,250.43136312812567,34.291260953992605
16,0.6684407118401325,0.47961584990182726,0.35740468629161004,0.4248545189458472,0.42989626140535697,0.8243617875751886,0.1915215875040547,0.649656257688906,0.0009034819059990411,0.0009034819059990411,401,424,250.45660546049476,34.330094987526536
