method,first_input,miou,delta_vs_input_a4_miou_points,iou_background,iou_facade,iou_road,iou_vegetation,iou_vehicle,iou_roof,checkpoint_epoch,evaluated_batches,elapsed_seconds
qad,a4,0.6205880178750621,0.0,0.5535679441973373,0.7187741787840591,0.5700616419787653,0.7501960570372542,0.33560287629832913,0.7953254089546277,119,1,1.317026878008619
qad,fp,0.5559164490766126,-6.467156879844948,0.5022975975052845,0.6045746351161775,0.4622515121857301,0.6403628736592603,0.3842785771756825,0.7417334988175412,119,1,0.5846415259875357
ste,a4,0.6101695215389195,0.0,0.569892529507188,0.5859052540434418,0.547588840353915,0.7997110991668906,0.44389966211253123,0.7140197440495498,14,1,0.6129783790092915
ste,fp,0.5596941805364009,-5.047534100251861,0.5110279550142386,0.48964113590435954,0.4109502561560073,0.8082682850478142,0.43910564892278076,0.6991718021732047,14,1,0.599564892007038
