trial,phase,rel_time_s,wall_time_s,power_w,temperature_c,gpu_util_pct,sm_clock_mhz,mem_clock_mhz
1,fp32_idle_pre,0.0004600994288921356,1783794367.4616683,140.011,36,79,2257,12481
1,fp32_idle_pre,0.10824759304523468,1783794367.5646207,140.011,36,79,2257,12481
1,fp32_idle_pre,0.2085829470306635,1783794367.6649306,143.504,35,79,2257,12481
1,fp32_idle_pre,0.308808796107769,1783794367.7651565,143.549,34,0,2257,12481
1,fp32_idle_pre,0.40903046913444996,1783794367.8653781,138.092,33,0,2265,12481
1,fp32_idle_pre,0.509306475520134,1783794367.9656544,138.133,33,0,2265,12481
1,fp32_idle_pre,0.609536174684763,1783794368.0658834,138.09,33,0,2265,12481
1,fp32_idle_pre,0.7097564544528723,1783794368.166104,143.647,33,0,2272,12481
1,fp32_idle_pre,0.809954447671771,1783794368.2663019,138.182,33,0,2272,12481
1,fp32_idle_pre,0.9101785570383072,1783794368.366526,118.615,33,0,2265,12481
1,fp32_idle_pre,1.0103986226022243,1783794368.466746,96.131,33,0,2265,12481
1,fp32_idle_pre,1.1106202695518732,1783794368.5669677,96.131,33,0,2265,12481
1,fp32_idle_pre,1.2108409833163023,1783794368.6671882,96.131,33,0,2265,12481
1,fp32_idle_pre,1.3110620193183422,1783794368.767409,96.131,33,0,2265,12481
1,fp32_idle_pre,1.4112902469933033,1783794368.8676457,96.131,33,0,2265,12481
1,fp32_idle_pre,1.5115477666258812,1783794368.9679024,96.131,33,0,2265,12481
1,fp32_idle_pre,1.6118153110146523,1783794369.0681694,96.131,33,0,2265,12481
1,fp32_idle_pre,1.7122499290853739,1783794369.1686027,96.131,33,0,2265,12481
1,fp32_idle_pre,1.812482699751854,1783794369.2688317,96.131,33,0,2265,12481
1,fp32_idle_pre,1.9127049911767244,1783794369.3690526,96.131,33,0,2265,12481
1,fp32_idle_pre,2.0129262264817953,1783794369.469274,82.155,33,0,2265,12481
1,fp32_idle_pre,2.1132417991757393,1783794369.5695891,82.155,33,0,2265,12481
1,fp32_idle_pre,2.2134713754057884,1783794369.669819,82.155,33,0,2265,12481
