rel_time_s             , wall_time_s       , power_w, temperature_c, gpu_util_pct, sm_clock_mhz, mem_clock_mhz, phase
 1.3577469736337662    , 1783619955.1601365, 130.239,            36,           28,         2325,         12481, active
 1.377841118723154     , 1783619955.1802244, 130.239,            36,           28,         2325,         12481, active
 1.3979456517845392    , 1783619955.2003236, 130.239,            36,           28,         2325,         12481, active
 1.4180371668189764    , 1783619955.2204146, 130.239,            36,           28,         2325,         12481, active
 1.4381060227751732    , 1783619955.240484 , 130.048,            36,           27,         2325,         12481, active
 1.4581758081912994    , 1783619955.2605546, 130.048,            36,           27,         2325,         12481, active
 1.478271970525384     , 1783619955.2806492, 130.048,            36,           27,         2325,         12481, active
 1.4983796402812004    , 1783619955.3007572, 130.048,            36,           27,         2325,         12481, active
 1.5184470750391483    , 1783619955.3208246, 130.048,            36,           27,         2325,         12481, active
 1.5385131053626537    , 1783619955.3408911, 130.036,            36,           27,         2325,         12481, active
 1.558612149208784     , 1783619955.360989 , 130.036,            36,           27,         2325,         12481, active
 1.5786817725747824    , 1783619955.3810606, 130.036,            36,           27,         2325,         12481, active
 1.598761297762394     , 1783619955.4011388, 130.036,            36,           27,         2325,         12481, active
 1.6192432790994644    , 1783619955.4216292, 130.036,            36,           27,         2325,         12481, active
 1.639319010078907     , 1783619955.4416964, 129.459,            36,           27,         2325,         12481, active
 1.6593986209481955    , 1783619955.4617765, 129.459,            36,           27,         2325,         12481, active
 1.6794859860092402    , 1783619955.4818742, 129.459,            36,           27,         2325,         12481, active
 1.699563641101122     , 1783619955.501941 , 129.459,            36,           27,         2325,         12481, active
 1.719640675932169     , 1783619955.5220187, 129.459,            36,           27,         2325,         12481, active
 1.739732215180993     , 1783619955.5421178, 129.924,            36,           27,         2325,         12481, active
 1.7602201718837023    , 1783619955.5626063, 129.924,            36,           27,         2325,         12481, active
 1.7803174667060375    , 1783619955.5826967, 129.924,            36,           27,         2325,         12481, active
 1.8004083521664143    , 1783619955.6027858, 129.924,            36,           27,         2325,         12481, active
 1.8204920589923859    , 1783619955.6228788, 129.924,            36,           27,         2325,         12481, active
 1.8405724745243788    , 1783619955.6429503, 129.982,            36,           28,         2325,         12481, active
 1.8606795277446508    , 1783619955.6630585, 129.982,            36,           28,         2325,         12481, active
 1.880758898332715     , 1783619955.6831517, 129.982,            36,           28,         2325,         12481, active
 1.9008538201451302    , 1783619955.7032316, 129.982,            36,           28,         2325,         12481, active
 1.9209216572344303    , 1783619955.7233005, 129.982,            36,           28,         2325,         12481, active
 1.9410072267055511    , 1783619955.743386 , 130.793,            36,           28,         2325,         12481, active
 1.9611283894628286    , 1783619955.763506 , 130.793,            36,           28,         2325,         12481, active
 1.9811995197087526    , 1783619955.7835777, 130.793,            36,           28,         2325,         12481, active
 2.0012999791651964    , 1783619955.8036778, 130.793,            36,           28,         2325,         12481, active
 2.0213941037654877    , 1783619955.8237712, 130.793,            36,           28,         2325,         12481, active
 2.0414795000106096    , 1783619955.843857 , 130.58 ,            36,           27,         2325,         12481, active
 2.061565939337015     , 1783619955.8639586, 130.58 ,            36,           27,         2325,         12481, active
 2.081654965877533     , 1783619955.884033 , 130.58 ,            36,           27,         2325,         12481, active
 2.101758763194084     , 1783619955.9041362, 130.58 ,            36,           27,         2325,         12481, active
 2.1218268033117056    , 1783619955.924204 , 130.58 ,            36,           27,         2325,         12481, active
 2.1419260762631893    , 1783619955.9443035, 130.269,            36,           27,         2325,         12481, active
 2.1620313189923763    , 1783619955.964424 , 130.269,            36,           27,         2325,         12481, active
 2.1821486838161945    , 1783619955.984526 , 130.269,            36,           27,         2325,         12481, active
 2.202220806851983     , 1783619956.0046167, 130.269,            36,           27,         2325,         12481, active
 2.222345707938075     , 1783619956.024723 , 130.269,            36,           27,         2325,         12481, active
 2.2424142733216286    , 1783619956.0447924, 130.582,            36,           27,         2325,         12481, active
 2.2625054717063904    , 1783619956.0648835, 130.582,            36,           27,         2325,         12481, active
 2.2825896851718426    , 1783619956.0849676, 130.582,            36,           27,         2325,         12481, active
 2.3026740066707134    , 1783619956.1050508, 130.582,            36,           27,         2325,         12481, active
 2.3227969482541084    , 1783619956.1251743, 130.582,            36,           27,         2325,         12481, active
 2.3429007083177567    , 1783619956.1452782, 130.139,            36,           27,         2325,         12481, active
 2.362987071275711     , 1783619956.1653807, 130.139,            36,           27,         2325,         12481, active
 2.383101647719741     , 1783619956.185479 , 130.139,            36,           27,         2325,         12481, active
 2.4031683206558228    , 1783619956.205546 , 130.139,            36,           27,         2325,         12481, active
 2.4232624638825655    , 1783619956.2256398, 130.139,            36,           27,         2325,         12481, active
 2.4433686155825853    , 1783619956.245746 , 131.401,            36,           27,         2325,         12481, active
 2.4634338226169348    , 1783619956.2658236, 131.401,            36,           27,         2325,         12481, active
 2.4835354071110487    , 1783619956.2859125, 131.401,            36,           27,         2325,         12481, active
 2.5036279130727053    , 1783619956.3060057, 131.401,            36,           27,         2325,         12481, active
 2.523729097098112     , 1783619956.326106 , 131.401,            36,           27,         2325,         12481, active
 2.5438022576272488    , 1783619956.3461797, 131.206,            36,           27,         2325,         12481, active
 2.5638700425624847    , 1783619956.3662472, 131.206,            36,           27,         2325,         12481, active
 2.5839362908154726    , 1783619956.3863137, 131.206,            36,           27,         2325,         12481, active
 2.6040139980614185    , 1783619956.4063914, 131.206,            36,           27,         2325,         12481, active
 2.624095471575856     , 1783619956.426473 , 131.206,            36,           27,         2325,         12481, active
 2.6441712472587824    , 1783619956.4465642, 132.729,            36,           28,         2325,         12481, active
 2.664265340194106     , 1783619956.4666543, 132.729,            36,           28,         2325,         12481, active
 2.684381775557995     , 1783619956.4867706, 132.729,            36,           28,         2325,         12481, active
 2.7044684160500765    , 1783619956.5068462, 132.729,            36,           28,         2325,         12481, active
 2.7245507035404444    , 1783619956.5269282, 132.729,            36,           28,         2325,         12481, active
 2.744634158909321     , 1783619956.5470269, 131.744,            36,           28,         2325,         12481, active
 2.7647529635578394    , 1783619956.5671303, 131.744,            36,           28,         2325,         12481, active
 2.784829296171665     , 1783619956.5872073, 131.744,            36,           28,         2325,         12481, active
 2.804925587028265     , 1783619956.607303 , 131.744,            36,           28,         2325,         12481, active
 2.824997376650572     , 1783619956.6273758, 131.744,            36,           28,         2325,         12481, active
 2.8450977001339197    , 1783619956.6474798, 132.326,            36,           27,         2325,         12481, active
 2.865195754915476     , 1783619956.6675932, 132.326,            36,           27,         2325,         12481, active
 2.885305803269148     , 1783619956.6876838, 132.326,            36,           27,         2325,         12481, active
 2.9053996559232473    , 1783619956.707787 , 132.326,            36,           27,         2325,         12481, active
 2.925567999482155     , 1783619956.7279453, 132.326,            36,           27,         2325,         12481, active
 2.9456637986004353    , 1783619956.7480414, 131.627,            36,           27,         2325,         12481, active
 2.965744160115719     , 1783619956.768122 , 131.627,            36,           27,         2325,         12481, active
 2.9858553912490606    , 1783619956.788233 , 131.627,            36,           27,         2325,         12481, active
 3.005937522277236     , 1783619956.8083146, 131.627,            36,           27,         2325,         12481, active
 3.026031769812107     , 1783619956.8284094, 131.627,            36,           27,         2325,         12481, active
 3.046098057180643     , 1783619956.8484895, 132.202,            36,           28,         2325,         12481, active
 3.066187147051096     , 1783619956.8685644, 132.202,            36,           28,         2325,         12481, active
 3.086283143609762     , 1783619956.888661 , 132.202,            36,           28,         2325,         12481, active
 3.1063758600503206    , 1783619956.9087663, 132.202,            36,           28,         2325,         12481, active
 3.1264651529490948    , 1783619956.9288507, 132.202,            36,           28,         2325,         12481, active
 3.146552035585046     , 1783619956.9489312, 131.737,            36,           28,         2325,         12481, active
 3.1666529588401318    , 1783619956.9690306, 131.737,            36,           28,         2325,         12481, active
 3.186741668730974     , 1783619956.9891229, 131.737,            36,           28,         2325,         12481, active
 3.206855518743396     , 1783619957.009233 , 131.737,            36,           28,         2325,         12481, active
 3.226941891014576     , 1783619957.0293243, 131.737,            36,           28,         2325,         12481, active
 3.247025154531002     , 1783619957.0494046, 131.339,            36,           27,         2325,         12481, active
 3.2671394031494856    , 1783619957.0695238, 131.339,            36,           27,         2325,         12481, active
 3.2872265968471766    , 1783619957.089631 , 131.339,            36,           27,         2325,         12481, active
 3.307361375540495     , 1783619957.1097398, 131.339,            36,           27,         2325,         12481, active
 3.327454064041376     , 1783619957.129832 , 131.339,            36,           27,         2325,         12481, active
 3.3475470803678036    , 1783619957.1499348, 131.48 ,            36,           27,         2325,         12481, active
 3.3676320761442184    , 1783619957.1700094, 131.48 ,            36,           27,         2325,         12481, active
 3.3880685921758413    , 1783619957.1904464, 131.48 ,            36,           27,         2325,         12481, active
 3.40815713070333      , 1783619957.2105358, 131.48 ,            36,           27,         2325,         12481, active
 3.4282348435372114    , 1783619957.2306125, 131.48 ,            36,           27,         2325,         12481, active
 3.448318397626281     , 1783619957.250696 , 130.875,            36,           28,         2325,         12481, active
 3.468404984101653     , 1783619957.2707827, 130.875,            36,           28,         2325,         12481, active
 3.488523416221142     , 1783619957.2909014, 130.875,            36,           28,         2325,         12481, active
 3.508619049564004     , 1783619957.3110087, 130.875,            36,           28,         2325,         12481, active
 3.5287304259836674    , 1783619957.331122 , 130.875,            36,           28,         2325,         12481, active
 3.5488229747861624    , 1783619957.351201 , 131.701,            36,           28,         2325,         12481, active
