effective_batch,images_per_second,input_residency,loss,method,mode,peak_allocated_bytes,peak_reserved_bytes,phase_backward_seconds,phase_bptt_backward_seconds,phase_host_to_device_seconds,phase_loss_seconds,phase_optimizer_step_seconds,phase_snn_forward_seconds,phase_student_forward_seconds,phase_teacher_forward_seconds,physical_batch,round,seconds_per_image,steady_allocated_bytes,time_steps,trial,wall_seconds
4,11.114359894154983,gpu,1.0190455913543701,squat,matched,15115188224,20786970624,,0.21449977111816407,,0.00010185600072145462,0.0024297280311584473,0.1406414794921875,,,4,4,0.08997369254939258,45798912,8,18,0.3598947701975703
4,11.135761378713273,gpu,1.0051954984664917,squat,matched,15115188224,20786970624,,0.2141270751953125,,0.0001000320017337799,0.002391968011856079,0.14036534118652344,,,4,4,0.0898007748182863,45798912,8,19,0.3592030992731452
64,108.97615546850821,cpu,0.5684375762939453,qad,capacity,25776707584,31618760704,0.1965025329589844,,0.003752544045448303,0.0026339519023895266,0.0027567999362945557,,0.24411065673828125,0.13047468566894532,32,4,0.00917631931224605,43987456,1,0,0.5872844359837472
64,107.72554652290401,cpu,0.5467801094055176,qad,capacity,25776707584,31618760704,0.19632374572753905,,0.0037125760316848756,0.002637120008468628,0.0027097599506378175,,0.25109123992919924,0.13046057891845703,32,4,0.00928284916881239,43987456,1,1,0.594102346803993
64,108.8149881411147,cpu,0.5528826713562012,qad,capacity,25776707584,31618760704,0.19909871673583984,,0.0037050880193710326,0.0026391680240631103,0.0029912960529327394,,0.2417267837524414,0.13036492919921874,32,4,0.00918991048092721,43987456,1,2,0.5881542707793415
64,109.62959199613651,cpu,0.5178208351135254,qad,capacity,25776707584,31618760704,0.196495361328125,,0.003722272038459778,0.0026454079151153565,0.0027440640926361085,,0.24030140686035156,0.13052569580078124,32,4,0.009121624752879143,43987456,1,3,0.5837839841842651
64,108.99311841124039,cpu,0.5054560899734497,qad,capacity,25776707584,31618760704,0.20208684539794922,,0.0036952000856399535,0.0026223039627075195,0.002924511909484863,,0.2380382995605469,0.13047404479980468,32,4,0.009174891172733624,43987456,1,4,0.5871930350549519
64,108.43505626467613,cpu,0.4968738555908203,qad,capacity,25776707584,31618760704,0.19924684906005857,,0.003709856033325195,0.0026284480094909664,0.003076575994491577,,0.24325765991210938,0.13043548583984377,32,4,0.009222109845723026,43987456,1,5,0.5902150301262736
64,108.72241913610215,cpu,0.5026563405990601,qad,capacity,25776707584,31618760704,0.20373049163818358,,0.0037130240201950077,0.0026393280029296876,0.00270467209815979,,0.23855747222900392,0.13041683197021486,32,4,0.009197735002089757,43987456,1,6,0.5886550401337445
64,107.87676380823181,cpu,0.4808967709541321,qad,capacity,25776707584,31618760704,0.2077143096923828,,0.0037188481092453,0.00263046395778656,0.002864543914794922,,0.237670654296875,0.13042924499511718,32,4,0.009269836846215185,43987456,1,7,0.5932695581577718
64,107.23353364063398,cpu,0.4736992418766022,qad,capacity,25776707584,31618760704,0.21002649688720704,,0.0037196799516677854,0.002632672071456909,0.0027518720626831055,,0.2398927993774414,0.13042694091796875,32,4,0.009325441082182806,43987456,1,8,0.5968282292596996
64,106.89166648622468,cpu,0.4727041721343994,qad,capacity,25776707584,31618760704,0.20815155029296875,,0.003705888032913208,0.0026673280000686648,0.0032021760940551757,,0.24248041534423828,0.13043379211425782,32,4,0.00935526625107741,43987456,1,9,0.5987370400689542
64,107.3289722505592,cpu,0.45194920897483826,qad,capacity,25776707584,31618760704,0.2079354934692383,,0.0037434879541397093,0.0026428799629211424,0.002750175952911377,,0.24117689514160157,0.13045232391357423,32,4,0.009317148753325455,43987456,1,10,0.5962975202128291
64,107.09963983637968,cpu,0.44877883791923523,qad,capacity,25776707584,31618760704,0.2107115478515625,,0.00372326397895813,0.0026494719982147214,0.0029106879234313964,,0.23855648040771485,0.13046440887451172,32,4,0.009337099560070783,43987456,1,11,0.5975743718445301
64,107.34927275605654,cpu,0.442025750875473,qad,capacity,25776707584,31618760704,0.20826150512695313,,0.0037465920448303226,0.0026524800062179563,0.0030364160537719727,,0.24014368438720704,0.13040901947021483,32,4,0.009315386814705562,43987456,1,12,0.596184756141156
64,107.61378567082187,cpu,0.44487911462783813,qad,capacity,25776707584,31618760704,0.20711484527587892,,0.0037204159498214723,0.002660672068595886,0.003148832082748413,,0.23929683685302733,0.13048191833496092,32,4,0.009292489747167565,43987456,1,13,0.5947193438187242
64,108.95749085781898,cpu,0.4571382999420166,qad,capacity,25776707584,31618760704,0.19936051177978514,,0.0037311679124832154,0.0026488959789276127,0.002775167942047119,,0.2409024658203125,0.1304471969604492,32,4,0.009177891231956892,43987456,1,14,0.5873850388452411
64,106.58439222018653,cpu,0.45632684230804443,qad,capacity,25776707584,31618760704,0.21325517272949218,,0.003705728054046631,0.002625375986099243,0.002782367944717407,,0.24039353942871095,0.1305028839111328,32,4,0.009382236734381877,43987456,1,15,0.6004631510004401
64,105.85907888213178,cpu,0.43695974349975586,qad,capacity,25776707584,31618760704,0.2140309066772461,,0.003735680103302002,0.0026545280218124388,0.0030044479370117186,,0.24148818969726563,0.1304700164794922,32,4,0.009446520889468957,43987456,1,16,0.6045773369260132
64,106.2281817376423,cpu,0.430071085691452,qad,capacity,25776707584,31618760704,0.2180095977783203,,0.0037461440563201906,0.0026469440460205078,0.002724191904067993,,0.23784070587158201,0.1304999008178711,32,4,0.009413697793206666,43987456,1,17,0.6024766587652266
64,108.26132313064049,cpu,0.4382730722427368,qad,capacity,25776707584,31618760704,0.20681564331054686,,0.0036986240148544312,0.0026350719928741454,0.002724224090576172,,0.2377731170654297,0.13050953674316407,32,4,0.009236909092578571,43987456,1,18,0.5911621819250286
