mode,macro_disagreement,macro_disagreement_ci_low,macro_disagreement_ci_high,macro_mae,macro_signed_error,miou,pixel_accuracy,prediction_flip_rate_vs_fp_qif,iou_background,iou_facade,iou_road,iou_vegetation,iou_vehicle,iou_roof
fp_qif,,,,,,0.7571155407831357,0.882825,0.0,0.7134938754730071,0.8185513503097344,0.6653837935317835,0.8548151113758461,0.6488989719745127,0.84155014203393
w4_qif,0.12071920119065506,0.12071920119065506,0.12071920119065506,0.1448262419558794,-0.01635996541341146,0.4118262151888819,0.5580578125,0.4313046875,0.28568941742808657,0.48888145750992046,0.47791578596200335,0.6888590739531619,0.3396744159148739,0.1899371403652453
a4_input_qif,0.10109867531800883,0.10109867531800883,0.10109867531800883,0.11682231830303486,0.009729172582381812,0.6335445445175686,0.80219046875,0.165320625,0.5767691926509092,0.7397962661745728,0.5064762811667994,0.8013022960341228,0.49302985935489596,0.6838933717241108
w4a4_input_qif,0.12113144728440506,0.12113144728440506,0.12113144728440506,0.14520603293394432,-0.020207073286007612,0.400471389120306,0.5733490625,0.41183703125,0.37171926861170673,0.49415788017426304,0.2656635576299169,0.777311066548771,0.34968223688908384,0.1442943248680944
