epoch,train_loss,miou,model_lr,train_batches,validation_batches,train_seconds,validation_seconds
83,0.6909179717228002,0.590105414390564,0.00048417207455273963,401,424,238.21293744817376,31.173085195943713
84,0.6940524642009688,0.5919045209884644,0.00047766363263849706,401,424,237.93786522746086,31.20423569343984
85,0.6923339454610449,0.5521209239959717,0.00047114532195057613,401,424,237.68513901531696,31.510703660547733
86,0.6919905266856909,0.3648613691329956,0.0004646169753437456,401,424,238.38794982992113,31.270298019051552
87,0.6889781074928226,0.5983487367630005,0.0004580784201835987,401,424,237.87767426483333,31.244168259203434
88,0.685761796417379,0.5746567249298096,0.00045152947807620383,401,424,237.99011699482799,31.334251599386334
89,0.6933841803424673,0.5610721111297607,0.0004449699645798606,401,424,238.45021044649184,31.25786533765495
90,0.6915835149567621,0.602402925491333,0.0004383996888974615,401,424,237.9505383837968,31.240031134337187
91,0.6924036060485459,0.601992130279541,0.0004318184535478115,401,424,237.76416658051312,31.31527136079967
92,0.6861290010133586,0.48621630668640137,0.00042522605401408326,401,424,237.7902897670865,31.189670151099563
93,0.6774806921321554,0.5772664546966553,0.000418622278367395,401,424,238.08326582796872,31.31449148617685
94,0.6856425979785491,0.5867885947227478,0.0004120069068632848,401,424,238.0055065806955,31.241407718509436
95,0.6845198949970807,0.5755782127380371,0.00040537971150860646,401,424,238.0148360952735,31.23879461362958
96,0.6836221103656321,0.5406843423843384,0.0003987404555961057,401,424,237.9867463335395,31.165259052067995
97,0.6770550549178944,0.5795748233795166,0.00039208889320361563,401,424,237.86747469194233,31.287588307633996
98,0.6941613037687288,0.6026666760444641,0.00038542476865446667,401,424,237.96013200469315,31.195907371118665
99,0.6832255651231418,0.5166078805923462,0.00037874781593530063,401,424,238.06733185984194,31.177049580961466
100,0.68575768919657,0.5949152708053589,0.0003720577580670232,401,424,237.81537079438567,31.349351655691862
101,0.6849000401924971,0.585387647151947,0.00036535430642411,401,424,237.67649315297604,31.19667237624526
102,0.6827437877655029,0.5760862231254578,0.0003586371599968829,401,424,237.67034206539392,31.171444695442915
103,0.6771809134697379,0.6003959774971008,0.0003519060045906882,401,424,237.5436611175537,31.214179089292884
104,0.6762305557579174,0.590140163898468,0.00034516051195512153,401,424,237.8320149704814,31.203214867040515
105,0.6686295865479848,0.5959634780883789,0.0003384003388355307,401,424,237.95437178760767,31.231469567865133
106,0.6766475110577229,0.5750927329063416,0.0003316251259379751,401,424,238.203213699162,31.250036112964153
107,0.6784282548915122,0.560127317905426,0.0003248344967975973,401,424,237.80173376202583,31.179256537929177
108,0.6729799532830864,0.5848622918128967,0.0003180280565389278,401,424,237.9227168019861,31.21411284431815
109,0.6735523395110247,0.5997000932693481,0.00031120539051498434,401,424,237.92121719010174,31.18779481574893
110,0.679000611911688,0.5431880950927734,0.00030436606281005894,401,424,237.98933344893157,31.240957705304027
111,0.6681576270117724,0.5835748910903931,0.00029750961458878487,401,424,237.92184101045132,31.192663187161088
112,0.6665915067950984,0.578881025314331,0.00029063556227134464,401,424,238.02107503265142,31.211672000586987
113,0.6722145979838479,0.6160876750946045,0.0002837433955114395,401,424,237.8974814284593,31.206800781190395
114,0.6708739729890799,0.5851130485534668,0.00027683257494978426,401,424,237.96681130863726,31.18681841902435
115,0.6714363309213348,0.562974214553833,0.0002699025297112586,401,424,237.84567672386765,31.227291559800506
116,0.6694064797308676,0.5913673043251038,0.0002629526546082857,401,424,237.8819118756801,31.153600972145796
117,0.672310521626413,0.6036320328712463,0.00025598230700627644,401,424,237.76962221972644,31.222526531666517
118,0.663063357447151,0.5628952980041504,0.00024899080329879276,401,424,238.17058471404016,31.427522903308272
119,0.6656676514487612,0.5803236961364746,0.00024197741493008272,401,424,238.34578097984195,31.309173561632633
120,0.6665311794625851,0.5881214737892151,0.00023494136389033997,401,424,238.14948739670217,31.22236619144678
121,0.6690697429186091,0.5747425556182861,0.00022788181759381563,401,424,238.01205860078335,31.34532844647765
122,0.6625480879274687,0.5850449800491333,0.00022079788303096062,401,424,238.2845050971955,31.275945900008082
123,0.6590652278533897,0.585294783115387,0.00021368860006198883,401,424,237.70873400382698,31.228278601542115
124,0.6590293523973955,0.5899664163589478,0.0002065529336892026,401,424,237.95153854973614,31.329561004415154
125,0.6589758153865463,0.5821675062179565,0.00019938976510713193,401,424,237.77477555535734,31.20973883755505
126,0.6638140971226585,0.5853022933006287,0.0001921978812803302,401,424,237.73945796489716,31.21629441343248
127,0.6584835416658263,0.5545284748077393,0.00018497596273485607,401,424,237.85202472656965,31.28325553238392
