epoch,train_loss,miou,iou_background,iou_facade,iou_road,iou_vegetation,iou_vehicle,iou_roof,model_lr,quantizer_lr,train_batches,validation_batches,train_seconds,validation_seconds
1,0.9459777169691357,0.38012375431278156,0.294273257838608,0.21919668563018538,0.3767537497998172,0.7943194473930765,0.05533482389241278,0.5408645613225896,0.0009940129676867249,0.0009940129676867249,401,424,256.917071223259,37.04181659035385
2,0.7906050280739839,0.43545057261546966,0.36209391598086926,0.31949456676102406,0.39275730861661057,0.8441950032275648,0.12887817278615876,0.5652844683205906,0.0009880069432915259,0.0009880069432915259,401,424,252.5160624012351,35.58873835019767
3,0.7161730147359378,0.46801768312806624,0.379555753382606,0.39291734845724186,0.4272687394119773,0.84899471295659,0.13861162418657114,0.6207579203734112,0.0009819968594364196,0.0009819968594364196,401,424,252.96233645640314,35.27865982800722
4,0.6815046569950266,0.4803188480819714,0.34513381717545855,0.37224399835246186,0.47325645683755235,0.8444077447013058,0.18351046275850846,0.6633606086665413,0.0009759826857342084,0.0009759826857342084,401,424,253.02435109578073,35.90864538028836
5,0.670490562915802,0.4813898629972247,0.3730904646967319,0.4117542824802465,0.46015195143398996,0.8491344077924136,0.13688003870569337,0.6573280328742727,0.0009699643913604667,0.0009699643913604667,401,424,252.88715633377433,35.53469667211175
6,0.6561529648274258,0.45747152739762775,0.38191413245571654,0.24869135898247693,0.4206670615892634,0.8434177003563509,0.20966690576247313,0.6404720052394853,0.0009639419450441902,0.0009639419450441902,401,424,252.31765533424914,35.78086654096842
7,0.6419081096339999,0.4916180465530861,0.3439818537170076,0.4037192222431518,0.5071629668841778,0.8445958680448049,0.19934932951825857,0.6508990389111158,0.0009579153150581766,0.0009579153150581766,401,424,251.79133681580424,36.17915405705571
8,0.6327117983985721,0.501239007874828,0.37876888633530414,0.4271887454473693,0.4907763979850966,0.8351012603571458,0.2767896726400608,0.5988090844839914,0.0009518844692091346,0.0009518844692091346,401,424,252.1844641622156,35.57654174044728
9,0.6164358800040219,0.5143970533613711,0.39403539314714614,0.4694186603199249,0.43910466683266797,0.8701046337631556,0.24507757600442043,0.6686413901009113,0.0009458493748275042,0.0009458493748275042,401,424,252.2875701393932,35.672192085534334
10,0.613925976869174,0.537930462353366,0.4058346054863505,0.46468667365629773,0.5011550000293923,0.8646479630574518,0.3067114280850159,0.6845471038056873,0.0009398099987569807,0.0009398099987569807,401,424,252.33831487037241,35.58062253333628
11,0.6080388811015132,0.46125686479874867,0.4051651871019075,0.4138525327615458,0.40658167366832043,0.8647883866979644,0.08448026231908658,0.592673146243667,0.0009337663073437344,0.0009337663073437344,401,424,251.62278010509908,35.80641327239573
12,0.6010952097668018,0.514039076631788,0.4106449613236718,0.4094506398578701,0.5007028805888616,0.8575065818640754,0.23197424093946153,0.6739551552167884,0.0009277182664253095,0.0009277182664253095,401,424,252.1413608416915,36.31295802630484
13,0.6103349764299512,0.49743971503253964,0.39746234088262494,0.3609013012232793,0.45128159150901787,0.8615461793890057,0.2632712311076187,0.6501756460836914,0.0009216658413191943,0.0009216658413191943,401,424,252.11971376091242,35.52468387968838
14,0.6019347781998261,0.49206313652113165,0.4241834739373172,0.3718130039926594,0.5097280977312422,0.8608095578261231,0.1323165855584731,0.6535281000809746,0.0009156089968110495,0.0009156089968110495,401,424,252.1933981925249,35.34317562170327
15,0.5998341664114498,0.49152115868469703,0.3450191649321002,0.4456663713767617,0.45840957519769393,0.8385687640023045,0.18790009261276822,0.6735629839865533,0.0009095476971425803,0.0009095476971425803,401,424,252.04213985800743,35.300747795030475
16,0.5997059433686168,0.524705679511303,0.4169936088146708,0.37172012892765083,0.5153739907876365,0.8480976143703874,0.3160471824756606,0.6800015516918118,0.0009034819059990411,0.0009034819059990411,401,424,252.1293341871351,35.781492218375206
