epoch,train_loss,miou,iou_background,iou_facade,iou_road,iou_vegetation,iou_vehicle,iou_roof,model_lr,quantizer_lr,train_batches,validation_batches,train_seconds,validation_seconds
1,0.617830491125435,0.546802766519512,0.4225959102419214,0.5277016380947537,0.5188306964694669,0.8496177349920893,0.236635249021238,0.7254353702976027,0.0009940129676867249,0.0009940129676867249,401,424,183.4475664626807,33.73345645144582
2,0.5724125576584119,0.5438052879083756,0.36372415703778815,0.4929945183316429,0.5215185225572319,0.828282035478327,0.3365198992587472,0.7197925947865161,0.0009880069432915259,0.0009880069432915259,401,424,178.0789167918265,32.92889016494155
3,0.558138432868401,0.5588826304817442,0.40485458782559053,0.4933765255561416,0.512044231136571,0.8346716498133222,0.409900476137184,0.6984483124216563,0.0009819968594364196,0.0009819968594364196,401,424,178.54831197485328,32.7956428360194
4,0.553661560477164,0.540646453297837,0.3862652946043829,0.437745590419634,0.5117605671555405,0.8472584476909147,0.3282170156706186,0.7326318042459312,0.0009759826857342084,0.0009759826857342084,401,424,178.57759429700673,32.79676111228764
5,0.5404779874624457,0.5692446332402729,0.4091618004352346,0.5095336916359975,0.5159763230238428,0.8551420572662083,0.3985997200564384,0.7270542070239157,0.0009699643913604667,0.0009699643913604667,401,424,180.54914456047118,33.90501128323376
6,0.5424349296865915,0.5614027422378639,0.41857696622902707,0.5243472121138638,0.5103140660915277,0.8364752424863582,0.35100218287130364,0.7277007836351028,0.0009639419450441902,0.0009639419450441902,401,424,180.53645954094827,34.0693154335022
7,0.5445701357283794,0.5539485708166128,0.41084403052493307,0.5148955377533335,0.4374054927573657,0.8397282818777555,0.39532747261325507,0.7254906093730333,0.0009579153150581766,0.0009579153150581766,401,424,180.63856748491526,33.244634445756674
8,0.5459147942185104,0.5792392513688162,0.4402590199048069,0.5262206999670613,0.5449417257981375,0.843143800337154,0.37763527968186417,0.7432349825238727,0.0009518844692091346,0.0009518844692091346,401,424,180.81398736312985,33.72244966030121
9,0.5426627277882022,0.5866490594048357,0.44306048686044996,0.5101752723764896,0.5514815459022887,0.8562922655540336,0.4128967889290014,0.7459879968067507,0.0009458493748275042,0.0009458493748275042,401,424,181.30957102030516,33.51481171697378
10,0.5416960521529143,0.5596341196826976,0.38942613451759533,0.462926259513557,0.532800561061555,0.8311713151122997,0.3939795791809886,0.74750086871019,0.0009398099987569807,0.0009398099987569807,401,424,181.04993321187794,33.89948347210884
11,0.5420141694254411,0.5605606726878548,0.3987580222301051,0.5032243878383393,0.5288321178357632,0.8438114567268967,0.3752385381849488,0.7134995133110752,0.0009337663073437344,0.0009337663073437344,401,424,180.3899870608002,32.90959661081433
12,0.5443830218844283,0.553602201132925,0.4093760749035256,0.49578218876618585,0.49554913279658164,0.8393854467568961,0.374430139604624,0.7070902239697372,0.0009277182664253095,0.0009277182664253095,401,424,179.3508922997862,32.98761687614024
13,0.5399957101541267,0.5565000633956734,0.41523652905686925,0.5242208689412805,0.45983639439437046,0.8426727213512928,0.3648732799701058,0.7321605866601211,0.0009216658413191943,0.0009216658413191943,401,424,178.9148005694151,32.80816548503935
14,0.5444527367255337,0.5833518655672002,0.44850726393694923,0.5272041134827029,0.5293857046390799,0.8616172847013052,0.39338226886218886,0.740014557780975,0.0009156089968110495,0.0009156089968110495,401,424,178.96606616303325,32.76909997686744
15,0.5297819822655057,0.5809539015419626,0.410147975496792,0.5270540729832196,0.5632101447926784,0.8543291169131342,0.38403151793992485,0.7469505811260266,0.0009095476971425803,0.0009095476971425803,401,424,178.71914402395487,32.75643890351057
16,0.534443961711893,0.5608818310956537,0.43343626835440885,0.507430874081679,0.4682036846237998,0.8505709047284687,0.39385173951002944,0.7117975152755364,0.0009034819059990411,0.0009034819059990411,401,424,178.81816828623414,32.725898863747716
